route_id,physical_vehicle_id,trip_number,vehicle_type,propulsion,sequence,customer_id,delivered_weight_kg,delivered_volume_m3,leg_distance_km,arrival,arrival_minutes_exact,service_start,departure,waiting_minutes,late_minutes,is_green_customer,policy_window,policy_check_result,policy_safe_reason,policy_violation_reason
FUEL-3000-001-T01,FUEL-3000-001,1,FUEL-3000,fuel,3,95,109.35,0.29746,18.37858,13:40,819.990427812,14:25,14:45,45.009572,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-001-T01,FUEL-3000-001,1,FUEL-3000,fuel,4,75,17.441,0.045417,30.98484,15:29,929.084473861,15:29,15:49,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-004-T02,EV-3000-004,2,EV-3000,electric,1,36,309.254,0.963273,55.379316,16:18,977.876417611,16:18,16:38,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-004-T02,EV-3000-004,2,EV-3000,electric,2,89,46.248,0.2733,41.278974,19:09,1149.359197047,19:09,19:29,0.0,116.359197,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-004-T02,EV-3000-004,2,EV-3000,electric,3,27,233.604,0.551913,28.916158,20:01,1200.732967441,20:01,20:21,0.0,53.732967,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-004-T02,EV-3000-004,2,EV-3000,electric,4,77,1968.267,5.09682,19.816397,20:42,1242.23357875,20:42,21:02,0.0,25.233579,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-004-T02,EV-3000-004,2,EV-3000,electric,5,98,25.5,0.0646,13.303516,21:17,1276.667773663,21:17,21:37,0.0,35.667774,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-004-T02,EV-3000-004,2,EV-3000,electric,6,50,225.018,0.619564,28.357146,22:07,1327.435020302,22:07,22:27,0.0,69.43502,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-002-T01,FUEL-3000-002,1,FUEL-3000,fuel,1,16,85.2,0.1931,44.639126,09:38,577.800136971,09:38,09:58,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-002-T01,FUEL-3000-002,1,FUEL-3000,fuel,2,35,1692.578,3.88436,30.451356,10:48,648.17595854,10:48,11:08,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-002-T01,FUEL-3000-002,1,FUEL-3000,fuel,3,46,319.84,1.048839,7.938486,11:22,681.631018987,11:22,11:42,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-002-T01,FUEL-3000-002,1,FUEL-3000,fuel,4,93,97.696,0.33417,11.748453,12:54,773.560321429,12:54,13:14,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-002-T01,FUEL-3000-002,1,FUEL-3000,fuel,5,32,442.334,1.12524,11.720807,13:26,806.277291168,13:26,13:46,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-002-T01,FUEL-3000-002,1,FUEL-3000,fuel,6,61,14.066,0.044243,14.302654,14:02,841.795541763,14:02,14:22,0.0,18.795542,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-003-T01,FUEL-3000-003,1,FUEL-3000,fuel,1,76,1256.301,4.18709,37.624322,09:38,578.341036075,09:38,09:58,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-003-T01,FUEL-3000-003,1,FUEL-3000,fuel,2,85,593.83,1.42095,1.870474,10:01,600.578749377,10:01,10:21,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-003-T01,FUEL-3000-003,1,FUEL-3000,fuel,3,33,527.267,1.37982,16.525172,10:49,648.587515672,10:49,11:09,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-003-T01,FUEL-3000-003,1,FUEL-3000,fuel,4,42,606.044,1.436023,7.238836,11:21,680.856729211,11:21,11:41,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-004-T01,FUEL-3000-004,1,FUEL-3000,fuel,1,66,2866.448,8.6796,47.97063,09:52,592.047699549,09:52,10:12,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-005-T01,FUEL-3000-005,1,FUEL-3000,fuel,1,79,2315.131,7.36652,71.086303,10:18,617.897689358,10:18,10:38,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-005-T01,FUEL-3000-005,1,FUEL-3000,fuel,2,86,532.895,2.84858,31.341253,11:34,693.678915205,11:34,11:54,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-006-T03,EV-3000-006,3,EV-3000,electric,1,88,79.601,0.53748,15.189998,15:19,919.373012469,15:19,15:39,0.0,240.373012,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-006-T03,EV-3000-006,3,EV-3000,electric,2,31,771.621,1.759977,37.927056,16:44,1003.656158075,16:49,17:09,5.343842,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-006-T03,EV-3000-006,3,EV-3000,electric,3,81,1343.612,3.64803,9.411893,18:07,1086.623836359,18:07,18:27,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-006-T01,FUEL-3000-006,1,FUEL-3000,fuel,1,42,3000.0,7.108509,62.568183,10:15,615.443248306,10:15,10:35,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-007-T01,FUEL-3000-007,1,FUEL-3000,fuel,1,42,3000.0,7.108509,62.568183,10:15,615.443248306,10:15,10:35,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-008-T01,FUEL-3000-008,1,FUEL-3000,fuel,1,60,3000.0,7.878843,18.374091,10:25,624.893940361,10:25,10:45,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-009-T01,FUEL-3000-009,1,FUEL-3000,fuel,1,60,3000.0,7.878843,18.374091,10:25,624.893940361,10:25,10:45,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-010-T01,FUEL-3000-010,1,FUEL-3000,fuel,1,60,3000.0,7.878843,18.374091,10:25,624.893940361,10:25,10:45,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-011-T01,FUEL-3000-011,1,FUEL-3000,fuel,1,46,3000.0,9.837781,65.198096,11:29,688.635190177,11:29,11:49,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-007-T03,EV-3000-007,3,EV-3000,electric,1,70,3000.0,8.652022,120.240603,20:31,1230.78122696,20:31,20:51,0.0,475.781227,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-008-T03,EV-3000-008,3,EV-3000,electric,1,59,2956.665,7.673379,82.077276,19:49,1189.374362454,19:49,20:09,0.0,430.374362,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-003-T02,EV-3000-003,2,EV-3000,electric,1,59,3000.0,7.785846,82.077276,19:59,1199.304227942,19:59,20:19,0.0,440.304228,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-012-T01,FUEL-3000-012,1,FUEL-3000,fuel,1,59,3000.0,7.785846,82.077276,11:29,689.125327276,11:29,11:49,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-008-T02,FUEL-3000-008,2,FUEL-3000,fuel,1,61,3000.0,9.436114,56.923496,13:42,821.994588692,13:42,14:02,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-009-T02,FUEL-3000-009,2,FUEL-3000,fuel,1,61,3000.0,9.436114,56.923496,13:42,821.994588692,13:42,14:02,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-010-T02,FUEL-3000-010,2,FUEL-3000,fuel,1,41,2786.418,8.08285,56.010367,13:51,830.853153533,13:51,14:11,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-004-T02,FUEL-3000-004,2,FUEL-3000,fuel,1,49,1486.836,4.486502,16.727956,13:18,798.264614961,13:18,13:38,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-004-T02,FUEL-3000-004,2,FUEL-3000,fuel,2,83,926.841,2.79316,17.116839,13:57,836.836230048,13:57,14:17,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-005-T02,FUEL-3000-005,2,FUEL-3000,fuel,1,49,3000.0,9.052448,16.727956,13:36,816.476014545,13:36,13:56,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-013-T01,FUEL-3000-013,1,FUEL-3000,fuel,1,74,887.971,2.498287,65.835878,13:49,829.080519118,13:49,14:09,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-013-T01,FUEL-3000-013,1,FUEL-3000,fuel,2,73,103.482,0.251619,7.43062,14:17,857.142674237,14:17,14:37,0.0,0.142674,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-013-T01,FUEL-3000-013,1,FUEL-3000,fuel,3,90,100.609,0.22653,18.45501,14:57,897.166192755,14:57,15:17,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-013-T01,FUEL-3000-013,1,FUEL-3000,fuel,4,84,1605.262,4.36803,9.940509,15:34,934.014513682,16:14,16:34,39.985486,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-013-T01,FUEL-3000-013,1,FUEL-3000,fuel,5,55,197.648,0.50737,10.433843,16:52,1011.684479735,17:55,18:15,63.31552,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-013-T01,FUEL-3000-013,1,FUEL-3000,fuel,6,71,67.068,0.219625,10.259014,19:03,1143.156253488,19:19,19:39,15.843747,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-006-T02,FUEL-3000-006,2,FUEL-3000,fuel,1,74,3000.0,8.440433,65.835878,14:28,868.443665231,14:28,14:48,0.0,18.443665,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-009-T03,EV-3000-009,3,EV-3000,electric,1,73,3000.0,7.294581,72.713429,20:34,1234.101683639,20:34,20:54,0.0,377.101684,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-006-T04,EV-3000-006,4,EV-3000,electric,1,39,3000.0,7.458962,97.084682,21:41,1301.039782995,21:41,22:01,0.0,401.039783,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-007-T02,FUEL-3000-007,2,FUEL-3000,fuel,1,64,3000.0,7.401161,48.474079,14:10,849.606269584,14:10,14:30,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-003-T02,FUEL-3000-003,2,FUEL-3000,fuel,1,64,2849.767,7.030528,48.474079,14:46,886.454460474,14:46,15:06,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-011-T02,FUEL-3000-011,2,FUEL-3000,fuel,1,64,3000.0,7.401161,48.474079,14:51,890.686353055,14:51,15:11,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-014-T01,FUEL-3000-014,1,FUEL-3000,fuel,1,56,1065.161,2.672931,80.451906,15:08,908.263117203,15:08,15:28,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-014-T01,FUEL-3000-014,1,FUEL-3000,fuel,2,91,70.435,0.39102,49.095879,16:51,1011.476471077,16:51,17:11,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-014-T01,FUEL-3000-014,1,FUEL-3000,fuel,3,54,1556.041,4.051311,2.744993,17:28,1048.282548006,17:28,17:48,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-014-T01,FUEL-3000-014,1,FUEL-3000,fuel,4,19,9.372,0.07403,31.303262,19:21,1161.254334314,19:21,19:41,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-014-T01,FUEL-3000-014,1,FUEL-3000,fuel,5,28,257.311,0.628823,49.532374,20:35,1234.996512505,20:35,20:55,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-005-T02,EV-3000-005,2,EV-3000,electric,1,56,3000.0,7.528245,80.451906,21:52,1312.157604778,21:52,22:12,0.0,403.157605,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-005-T03,FUEL-3000-005,3,FUEL-3000,fuel,1,56,3000.0,7.528245,80.451906,16:05,965.477834286,16:05,16:25,0.0,56.477834,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-012-T02,FUEL-3000-012,2,FUEL-3000,fuel,1,58,2933.964,10.19095,59.220101,15:32,932.408781771,15:32,15:52,0.0,9.408782,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-004-T03,FUEL-3000-004,3,FUEL-3000,fuel,1,75,3000.0,7.812103,68.471143,16:04,964.003363108,16:04,16:24,0.0,19.003363,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-008-T03,FUEL-3000-008,3,FUEL-3000,fuel,1,57,609.652,1.560139,30.156791,15:57,956.980735063,15:57,16:17,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-008-T03,FUEL-3000-008,3,FUEL-3000,fuel,2,44,1552.309,3.963722,30.768378,17:33,1052.981706334,17:33,17:53,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-009-T03,FUEL-3000-009,3,FUEL-3000,fuel,1,57,3000.0,7.677195,30.156791,15:57,956.980735063,15:57,16:17,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-010-T03,FUEL-3000-010,3,FUEL-3000,fuel,1,57,3000.0,7.677195,30.156791,16:09,969.271437316,16:09,16:29,0.0,10.271437,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-002-T02,FUEL-3000-002,2,FUEL-3000,fuel,1,92,1524.512,3.82045,17.483736,16:06,966.432977639,16:06,16:26,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-002-T02,FUEL-3000-002,2,FUEL-3000,fuel,2,68,1414.987,3.326685,42.867546,19:04,1143.757326622,19:04,19:24,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-002-T03,EV-3000-002,3,EV-3000,electric,1,36,3000.0,9.344487,55.379316,21:54,1314.328247297,21:54,22:14,0.0,333.328247,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-015-T01,FUEL-3000-015,1,FUEL-3000,fuel,1,52,3000.0,7.634357,89.087773,15:07,907.278711143,15:07,15:27,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-016-T01,FUEL-3000-016,1,FUEL-3000,fuel,1,52,3000.0,7.634357,89.087773,15:07,907.278711143,15:07,15:27,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-007-T03,FUEL-3000-007,3,FUEL-3000,fuel,1,45,2799.925,8.88909,42.355833,16:46,1006.46953126,16:46,17:06,0.0,10.469531,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-017-T01,FUEL-3000-017,1,FUEL-3000,fuel,1,45,3000.0,9.52428,42.355833,15:37,937.422315556,15:37,15:57,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-018-T01,FUEL-3000-018,1,FUEL-3000,fuel,1,65,552.587,1.268583,43.437269,16:28,987.6224897,16:28,16:48,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-018-T01,FUEL-3000-018,1,FUEL-3000,fuel,2,69,2288.886,6.06402,7.932282,17:04,1023.854396043,17:04,17:24,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-019-T01,FUEL-3000-019,1,FUEL-3000,fuel,1,63,2692.99,7.366109,47.17987,16:52,1011.965881005,16:52,17:12,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-019-T01,FUEL-3000-019,1,FUEL-3000,fuel,2,80,181.931,0.683715,13.187183,18:33,1112.703735632,18:33,18:53,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-010-T03,EV-3000-010,3,EV-3000,electric,1,63,3000.0,8.20587,47.17987,21:59,1319.245364703,21:59,22:19,0.0,285.245365,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-001-T02,EV-3000-001,2,EV-3000,electric,1,63,3000.0,8.20587,47.17987,22:24,1344.428709084,22:24,22:44,0.0,310.428709,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-020-T01,FUEL-3000-020,1,FUEL-3000,fuel,1,65,3000.0,6.887149,43.437269,17:00,1019.6224897,17:00,17:20,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-021-T01,FUEL-3000-021,1,FUEL-3000,fuel,1,65,3000.0,6.887149,43.437269,17:00,1019.6224897,17:00,17:20,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-022-T01,FUEL-3000-022,1,FUEL-3000,fuel,1,48,3000.0,6.986844,35.778672,17:02,1022.318401693,17:02,17:22,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-023-T01,FUEL-3000-023,1,FUEL-3000,fuel,1,48,2598.728,6.052302,35.778672,17:02,1022.318401693,17:02,17:22,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-024-T01,FUEL-3000-024,1,FUEL-3000,fuel,1,48,3000.0,6.986844,35.778672,17:02,1022.318401693,17:02,17:22,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-003-T03,FUEL-3000-003,3,FUEL-3000,fuel,1,25,2528.135,5.33839,33.741155,18:33,1113.204280893,18:33,18:53,0.0,64.204281,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-008-T04,EV-3000-008,4,EV-3000,electric,1,31,3000.0,6.842647,52.60855,22:36,1355.507266623,22:36,22:56,0.0,289.507267,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-025-T01,FUEL-3000-025,1,FUEL-3000,fuel,1,31,3000.0,6.842647,52.60855,16:59,1019.167034322,16:59,17:19,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-011-T03,FUEL-3000-011,3,FUEL-3000,fuel,1,43,2061.581,5.546153,38.588538,19:03,1143.21978097,19:03,19:23,0.0,46.219781,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-011-T03,FUEL-3000-011,3,FUEL-3000,fuel,2,50,902.455,2.484816,40.515451,20:07,1207.178678694,20:09,20:29,1.821321,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
EV-3000-003-T03,EV-3000-003,3,EV-3000,electric,1,43,3000.0,8.070727,38.588538,22:30,1350.22554525,22:30,22:50,0.0,253.225545,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
