route_id,physical_vehicle_id,trip_number,vehicle_type,start,finish,start_minutes_exact,finish_minutes_exact,stops,load_weight_kg,load_volume_m3,distance_km,energy_amount,energy_unit,emissions_kg,fixed_cost,energy_cost,carbon_cost,waiting_cost,late_cost,total_cost
EV-3000-009-T01,EV-3000-009,1,EV-3000,14:20,20:08,860.0,1208.038566889,1,3000.0,7.634357,178.175546,70.986409,kWh,35.564191,400.0,116.42,23.12,0.0,0.0,539.53
EV-3000-010-T01,EV-3000-010,1,EV-3000,14:20,20:08,860.0,1208.038566889,1,3000.0,7.634357,178.175546,70.986409,kWh,35.564191,400.0,116.42,23.12,0.0,0.0,539.53
EV-3000-008-T02,EV-3000-008,2,EV-3000,16:58,21:56,1017.970673833,1315.541320522,1,3000.0,7.785846,164.154553,65.607327,kWh,32.869271,0.0,107.6,21.37,0.0,372.91,501.87
FUEL-3000-001-T01,FUEL-3000-001,1,FUEL-3000,09:30,14:18,570.0,858.088122444,1,3000.0,7.785846,164.154553,50.709588,L,129.157321,400.0,385.9,83.95,0.0,0.0,869.85
FUEL-3000-002-T01,FUEL-3000-002,1,FUEL-3000,09:30,14:18,570.0,858.088122444,1,2956.665,7.673379,164.154553,50.587667,L,128.846788,400.0,384.97,83.75,0.0,0.0,868.72
EV-3000-003-T02,EV-3000-003,2,EV-3000,19:08,22:22,1147.628552066,1342.207732862,1,3000.0,7.528245,160.903812,63.969737,kWh,32.048838,0.0,104.91,20.83,0.0,271.6,397.34
EV-3000-009-T02,EV-3000-009,2,EV-3000,20:08,23:23,1208.038566889,1402.617747684,1,3000.0,7.528245,160.903812,63.969737,kWh,32.048838,0.0,104.91,20.83,0.0,321.94,447.68
EV-3000-010-T02,EV-3000-010,2,EV-3000,20:08,23:18,1208.038566889,1398.17381981,1,3000.0,7.087797,156.807991,62.341382,kWh,31.233032,0.0,102.24,20.3,0.0,121.76,244.3
EV-3000-007-T02,EV-3000-007,2,EV-3000,20:25,23:27,1224.86801438,1406.968142856,1,3000.0,9.823975,149.402285,59.397131,kWh,29.757963,0.0,97.41,19.34,0.0,50.77,167.52
FUEL-3000-003-T01,FUEL-3000-003,1,FUEL-3000,12:50,16:28,770.0,987.50314998,1,3000.0,7.294581,145.426858,44.49278,L,113.323112,400.0,338.59,73.66,0.0,0.1,812.35
FUEL-3000-001-T02,FUEL-3000-001,2,FUEL-3000,18:28,22:34,1108.088122444,1354.359691464,2,2707.228,6.995203,165.913789,50.110438,L,127.631286,0.0,381.34,82.96,0.0,0.55,464.85
FUEL-3000-004-T01,FUEL-3000-004,1,FUEL-3000,08:30,13:19,510.0,798.680763544,2,2848.026,10.2151,130.15077,41.425485,L,105.51071,400.0,315.25,68.58,0.0,0.57,784.4
FUEL-3000-004-T02,FUEL-3000-004,2,FUEL-3000,16:09,21:45,968.680763544,1305.482361498,2,2964.036,8.030969,149.595232,43.999692,L,112.067215,0.0,334.84,72.84,11.25,0.0,418.93
EV-3000-006-T02,EV-3000-006,2,EV-3000,21:00,23:53,1260.050064238,1433.014787233,1,3000.0,8.260189,140.982486,56.049714,kWh,28.080906,0.0,91.92,18.25,0.0,65.44,175.62
FUEL-3000-002-T02,FUEL-3000-002,2,FUEL-3000,19:08,22:01,1148.088122444,1321.052845439,1,3000.0,8.260189,140.982486,42.754244,L,108.895061,0.0,325.36,70.78,0.0,0.0,396.14
FUEL-3000-005-T01,FUEL-3000-005,1,FUEL-3000,09:40,16:47,580.0,1006.748226544,4,2977.466,8.467152,190.461648,57.652262,L,146.840312,400.0,438.73,95.45,3.13,0.0,937.31
FUEL-3000-006-T01,FUEL-3000-006,1,FUEL-3000,13:10,16:33,790.0,992.620580638,1,3000.0,7.812103,136.942285,41.840573,L,106.567939,400.0,318.41,69.27,0.24,0.0,787.91
FUEL-3000-003-T02,FUEL-3000-003,2,FUEL-3000,16:28,21:01,987.50314998,1261.244271775,1,3000.0,7.701108,132.086612,41.36628,L,105.359915,0.0,314.8,68.48,0.0,14.66,397.94
FUEL-3000-006-T02,FUEL-3000-006,2,FUEL-3000,16:33,21:05,992.620580638,1264.520167711,1,3000.0,7.701108,132.086612,41.34218,L,105.298533,0.0,314.61,68.44,0.0,17.39,400.44
FUEL-3000-005-T02,FUEL-3000-005,2,FUEL-3000,16:47,21:14,1006.748226544,1273.563904873,1,3000.0,7.701108,132.086612,41.275649,L,105.129077,0.0,314.11,68.33,0.0,24.92,407.36
FUEL-3000-007-T01,FUEL-3000-007,1,FUEL-3000,15:30,20:08,930.0,1207.978240865,1,3000.0,7.701108,132.086612,41.387124,L,105.413006,400.0,314.96,68.52,0.0,0.0,783.47
FUEL-3000-008-T01,FUEL-3000-008,1,FUEL-3000,12:50,16:04,770.0,964.189418487,1,3000.0,8.440433,131.671757,40.242996,L,102.49891,400.0,306.25,66.62,0.0,0.0,772.87
FUEL-3000-009-T01,FUEL-3000-009,1,FUEL-3000,09:40,13:56,580.0,836.431398891,1,3000.0,9.837781,130.396191,40.473038,L,103.084828,400.0,308.0,67.01,0.0,0.0,775.0
FUEL-3000-010-T01,FUEL-3000-010,1,FUEL-3000,08:50,13:54,530.0,834.05676155,4,2983.442,8.423883,125.826987,37.262141,L,94.906674,400.0,283.56,61.69,0.0,0.8,746.06
FUEL-3000-011-T01,FUEL-3000-011,1,FUEL-3000,09:10,13:25,550.0,805.01233237,1,3000.0,7.108509,125.136366,38.841511,L,98.92933,400.0,295.58,64.3,0.0,0.0,759.89
FUEL-3000-012-T01,FUEL-3000-012,1,FUEL-3000,09:10,13:25,550.0,805.01233237,1,3000.0,7.108509,125.136366,38.841511,L,98.92933,400.0,295.58,64.3,0.0,0.0,759.89
FUEL-3000-011-T02,FUEL-3000-011,2,FUEL-3000,13:25,16:34,805.01233237,993.714949949,1,3000.0,7.492424,124.405454,38.042344,L,96.89385,0.0,289.5,62.98,0.0,20.42,372.9
FUEL-3000-012-T02,FUEL-3000-012,2,FUEL-3000,13:25,16:34,805.01233237,993.714949949,1,3000.0,7.492424,124.405454,38.042344,L,96.89385,0.0,289.5,62.98,0.0,20.42,372.9
EV-3000-002-T03,EV-3000-002,3,EV-3000,21:20,23:53,1279.593661463,1432.617692487,1,3000.0,7.331477,122.603815,48.742996,kWh,24.420241,0.0,79.94,15.87,0.0,92.59,188.4
FUEL-3000-013-T01,FUEL-3000-013,1,FUEL-3000,10:30,14:52,630.0,892.326695142,2,2966.724,8.620091,131.927771,39.902031,L,101.630472,400.0,303.65,66.06,0.0,21.42,791.14
FUEL-3000-010-T02,FUEL-3000-010,2,FUEL-3000,13:54,16:59,834.05676155,1018.683089244,1,2933.964,10.19095,118.440203,36.123951,L,92.007704,0.0,274.9,59.81,0.0,0.0,334.71
FUEL-3000-009-T02,FUEL-3000-009,2,FUEL-3000,15:06,19:45,906.431398891,1184.883062363,2,2841.473,7.332603,110.132029,33.736615,L,85.927158,0.0,256.74,55.85,0.0,0.0,312.59
FUEL-3000-014-T01,FUEL-3000-014,1,FUEL-3000,10:10,14:36,610.0,875.785921694,3,2772.246,8.023402,116.682691,34.380709,L,87.567666,400.0,261.64,56.92,0.0,19.6,738.16
FUEL-3000-015-T01,FUEL-3000-015,1,FUEL-3000,11:20,15:02,680.0,901.831060852,1,3000.0,9.436114,113.846993,35.445973,L,90.280892,400.0,269.74,58.68,0.0,0.0,728.43
FUEL-3000-016-T01,FUEL-3000-016,1,FUEL-3000,11:20,15:02,680.0,901.831060852,1,3000.0,9.436114,113.846993,35.445973,L,90.280892,400.0,269.74,58.68,0.0,0.0,728.43
FUEL-3000-017-T01,FUEL-3000-017,1,FUEL-3000,10:50,19:56,650.0,1195.703780701,3,2194.834,5.945487,119.320705,35.960307,L,91.590903,400.0,273.66,59.53,67.59,0.0,800.79
FUEL-3000-018-T01,FUEL-3000-018,1,FUEL-3000,12:10,15:20,730.0,919.809152605,1,2786.418,8.08285,112.020733,34.107043,L,86.870638,400.0,259.55,56.47,0.0,0.76,716.78
FUEL-3000-014-T02,FUEL-3000-014,2,FUEL-3000,14:36,19:11,875.785921694,1150.677746001,1,3000.0,9.344487,110.758631,34.826612,L,88.703381,0.0,265.03,57.66,0.0,0.0,322.69
EV-3000-005-T03,EV-3000-005,3,EV-3000,21:34,23:52,1294.02098246,1432.16381588,1,2691.136,7.9507,108.888311,42.626393,kWh,21.355823,0.0,69.91,13.88,0.0,174.24,258.03
FUEL-3000-013-T02,FUEL-3000-013,2,FUEL-3000,15:32,19:40,932.326695142,1180.314485316,1,3000.0,6.842647,105.2171,33.024346,L,84.113009,0.0,251.32,54.67,0.0,0.0,305.99
FUEL-3000-015-T02,FUEL-3000-015,2,FUEL-3000,15:32,19:40,931.831060852,1179.99720767,1,3000.0,6.842647,105.2171,33.021749,L,84.106395,0.0,251.3,54.67,0.0,0.0,305.96
FUEL-3000-016-T02,FUEL-3000-016,2,FUEL-3000,19:02,21:12,1141.831060852,1272.400627111,1,2918.815,8.92494,101.908284,30.765242,L,78.359072,0.0,234.12,50.93,0.0,0.0,285.06
FUEL-3000-018-T02,FUEL-3000-018,2,FUEL-3000,15:30,20:11,929.809152605,1211.164688808,2,2939.499,7.147135,111.239793,33.137588,L,84.401437,0.0,252.18,54.86,0.0,0.0,307.04
FUEL-3000-008-T02,FUEL-3000-008,2,FUEL-3000,18:24,21:04,1104.189418487,1264.080968448,1,3000.0,7.053107,101.777021,31.210024,L,79.491932,0.0,237.51,51.67,0.0,0.72,289.9
FUEL-3000-011-T03,FUEL-3000-011,3,FUEL-3000,18:24,21:04,1103.714949949,1263.996885416,1,3000.0,7.053107,101.777021,31.214598,L,79.503581,0.0,237.54,51.68,0.0,0.65,289.87
FUEL-3000-019-T01,FUEL-3000-019,1,FUEL-3000,15:30,19:53,930.0,1193.417033291,2,2874.921,8.049824,111.118142,33.738087,L,85.930907,400.0,256.75,55.86,0.0,0.0,712.6
FUEL-3000-020-T01,FUEL-3000-020,1,FUEL-3000,15:30,20:54,930.0,1254.242190478,4,3000.0,7.710284,130.054499,40.233055,L,102.47359,400.0,306.17,66.61,0.39,63.16,836.33
FUEL-3000-012-T03,FUEL-3000-012,3,FUEL-3000,18:14,21:34,1093.714949949,1294.04289802,3,2935.148,8.973155,94.236096,28.461765,L,72.492115,0.0,216.59,47.12,0.0,1.14,264.85
FUEL-3000-010-T03,FUEL-3000-010,3,FUEL-3000,19:09,21:15,1148.683089244,1275.313072435,1,3000.0,11.615065,98.277301,29.803502,L,75.909519,0.0,226.8,49.34,0.0,0.0,276.15
FUEL-3000-014-T03,FUEL-3000-014,3,FUEL-3000,19:11,21:17,1150.677746001,1276.738557857,1,3000.0,8.700437,97.752715,29.644416,L,75.504328,0.0,225.59,49.08,0.0,2.26,276.93
FUEL-3000-015-T03,FUEL-3000-015,3,FUEL-3000,19:40,21:46,1179.99720767,1306.058019526,1,3000.0,8.700437,97.752715,29.644416,L,75.504328,0.0,225.59,49.08,0.0,26.69,301.36
FUEL-3000-013-T03,FUEL-3000-013,3,FUEL-3000,19:40,21:46,1180.314485316,1306.375297173,1,2804.296,8.132867,97.752715,29.322109,L,74.683411,0.0,223.14,48.54,0.0,26.95,298.64
FUEL-3000-021-T01,FUEL-3000-021,1,FUEL-3000,13:20,15:39,800.0,939.34715977,1,3000.0,7.401161,96.948158,29.532782,L,75.219997,400.0,224.74,48.89,0.0,0.0,673.64
FUEL-3000-022-T01,FUEL-3000-022,1,FUEL-3000,13:20,15:39,800.0,939.34715977,1,3000.0,7.401161,96.948158,29.532782,L,75.219997,400.0,224.74,48.89,0.0,0.0,673.64
FUEL-3000-023-T01,FUEL-3000-023,1,FUEL-3000,13:20,15:39,800.0,939.34715977,1,2849.767,7.030528,96.948158,29.287398,L,74.595003,400.0,222.88,48.49,0.0,0.0,671.36
FUEL-3000-024-T01,FUEL-3000-024,1,FUEL-3000,09:00,11:42,540.0,702.11493358,1,2866.448,8.6796,95.94126,29.224835,L,74.435655,400.0,222.4,48.38,0.0,0.0,670.78
FUEL-3000-024-T02,FUEL-3000-024,2,FUEL-3000,15:42,19:35,942.11493358,1174.800235514,1,3000.0,8.20587,94.35974,29.691496,L,75.624239,0.0,225.95,49.16,0.0,0.0,275.11
FUEL-3000-021-T02,FUEL-3000-021,2,FUEL-3000,15:39,19:33,939.34715977,1173.346473548,1,3000.0,8.20587,94.35974,29.685323,L,75.608518,0.0,225.91,49.15,0.0,0.0,275.05
FUEL-3000-025-T01,FUEL-3000-025,1,FUEL-3000,15:00,19:35,900.0,1174.671685403,2,2161.961,5.523861,107.28907,32.045224,L,81.619186,400.0,243.86,53.05,0.0,0.0,696.92
FUEL-3000-022-T02,FUEL-3000-022,2,FUEL-3000,15:49,19:38,949.34715977,1177.659267283,1,3000.0,7.660308,92.7278,29.220729,L,74.425196,0.0,222.37,48.38,0.0,0.0,270.75
FUEL-3000-023-T02,FUEL-3000-023,2,FUEL-3000,15:49,19:31,949.34715977,1171.308530318,1,3000.0,6.887149,86.874538,27.396323,L,69.778434,0.0,208.49,45.36,0.0,0.0,253.84
FUEL-3000-026-T01,FUEL-3000-026,1,FUEL-3000,15:50,19:32,950.0,1171.726442509,1,3000.0,6.887149,86.874538,27.399743,L,69.787146,400.0,208.51,45.36,0.0,0.0,653.87
FUEL-3000-027-T01,FUEL-3000-027,1,FUEL-3000,14:40,17:45,880.0,1064.561218506,1,3000.0,9.52428,84.711666,26.387356,L,67.208597,400.0,200.81,43.69,0.0,0.0,644.49
FUEL-3000-028-T01,FUEL-3000-028,1,FUEL-3000,14:40,17:45,880.0,1064.561218506,1,2799.925,8.88909,84.711666,26.098171,L,66.472042,400.0,198.61,43.21,0.0,0.0,641.81
EV-3000-008-T03,EV-3000-008,3,EV-3000,21:56,23:46,1315.541320522,1425.670068523,1,2725.323,7.50056,83.068663,32.574853,kWh,16.320001,0.0,53.42,10.61,0.0,104.67,168.7
FUEL-3000-029-T01,FUEL-3000-029,1,FUEL-3000,10:30,13:37,630.0,817.37027306,1,3000.0,8.035869,81.276268,25.500648,L,64.95015,400.0,194.06,42.22,0.0,0.0,636.28
FUEL-3000-030-T01,FUEL-3000-030,1,FUEL-3000,09:50,13:10,590.0,789.736503775,2,2984.801,7.3825,70.923811,22.94578,L,58.442901,400.0,174.62,37.99,0.0,0.0,612.61
FUEL-3000-030-T02,FUEL-3000-030,2,FUEL-3000,16:10,19:37,969.736503775,1176.616682465,1,3000.0,8.271821,79.737172,25.278503,L,64.384347,0.0,192.37,41.85,0.0,0.0,234.22
FUEL-3000-029-T02,FUEL-3000-029,2,FUEL-3000,15:57,19:26,957.37027306,1165.922824402,1,3000.0,8.070727,77.177075,24.415753,L,62.186924,0.0,185.8,40.42,0.0,0.0,226.23
FUEL-3000-031-T01,FUEL-3000-031,1,FUEL-3000,16:00,19:22,960.0,1161.508872933,1,3000.0,6.986844,71.557345,22.677915,L,57.760651,400.0,172.58,37.54,0.0,0.0,610.12
FUEL-3000-032-T01,FUEL-3000-032,1,FUEL-3000,16:00,19:22,960.0,1161.508872933,1,3000.0,6.986844,71.557345,22.677915,L,57.760651,400.0,172.58,37.54,0.0,0.0,610.12
FUEL-3000-033-T01,FUEL-3000-033,1,FUEL-3000,16:00,19:22,960.0,1161.508872933,1,2598.728,6.052302,71.557345,22.182498,L,56.498822,400.0,168.81,36.72,0.0,0.0,605.53
FUEL-3000-034-T01,FUEL-3000-034,1,FUEL-3000,14:50,19:15,890.0,1155.208270354,2,2690.688,7.334324,71.854466,22.41989,L,57.103461,400.0,170.62,37.12,29.31,0.0,637.05
FUEL-3000-035-T01,FUEL-3000-035,1,FUEL-3000,16:00,19:18,960.0,1158.38907114,1,2528.135,5.33839,67.482311,20.893279,L,53.215182,400.0,159.0,34.59,0.0,0.0,593.59
FUEL-3000-036-T01,FUEL-3000-036,1,FUEL-3000,10:30,13:23,630.0,802.716788608,1,3000.0,9.065423,66.054897,20.805049,L,52.990461,400.0,158.33,34.44,0.0,0.0,592.77
FUEL-3000-037-T01,FUEL-3000-037,1,FUEL-3000,10:30,13:23,630.0,802.716788608,1,3000.0,9.065423,66.054897,20.805049,L,52.990461,400.0,158.33,34.44,0.0,0.0,592.77
FUEL-3000-038-T01,FUEL-3000-038,1,FUEL-3000,10:30,13:23,630.0,802.716788608,1,3000.0,9.065423,66.054897,20.805049,L,52.990461,400.0,158.33,34.44,0.0,0.0,592.77
FUEL-3000-039-T01,FUEL-3000-039,1,FUEL-3000,10:30,13:23,630.0,802.716788608,1,2922.341,8.830752,66.054897,20.716675,L,52.765371,400.0,157.65,34.3,0.0,0.0,591.95
FUEL-3000-036-T02,FUEL-3000-036,2,FUEL-3000,14:13,15:57,852.716788608,956.549840629,1,3000.0,7.677195,60.313583,18.462587,L,47.024209,0.0,140.5,30.57,0.0,0.0,171.07
FUEL-3000-037-T02,FUEL-3000-037,2,FUEL-3000,14:13,15:57,852.716788608,956.549840629,1,3000.0,7.677195,60.313583,18.462587,L,47.024209,0.0,140.5,30.57,0.0,0.0,171.07
FUEL-3000-038-T02,FUEL-3000-038,2,FUEL-3000,16:43,19:16,1002.716788608,1156.162911716,1,3000.0,8.081198,41.427245,13.510465,L,34.411153,0.0,102.81,22.37,0.0,0.0,125.18
FUEL-3000-039-T02,FUEL-3000-039,2,FUEL-3000,16:43,19:16,1002.716788608,1156.162911716,1,3000.0,8.081198,41.427245,13.510465,L,34.411153,0.0,102.81,22.37,0.0,0.0,125.18
FUEL-3000-036-T03,FUEL-3000-036,3,FUEL-3000,15:57,18:08,956.549840629,1088.036258757,1,3000.0,7.878843,36.748183,11.800747,L,30.056502,0.0,89.8,19.54,0.0,243.08,352.42
FUEL-3000-037-T03,FUEL-3000-037,3,FUEL-3000,15:57,18:08,956.549840629,1088.036258757,1,3000.0,7.878843,36.748183,11.800747,L,30.056502,0.0,89.8,19.54,0.0,243.08,352.42
FUEL-3000-027-T02,FUEL-3000-027,2,FUEL-3000,17:45,19:47,1064.561218506,1186.502548263,1,3000.0,7.878843,36.748183,11.871428,L,30.236526,0.0,90.34,19.65,0.0,375.47,485.47
FUEL-3000-028-T02,FUEL-3000-028,2,FUEL-3000,17:45,19:43,1064.561218506,1182.930464776,1,3000.0,9.052448,33.455913,10.873016,L,27.693572,0.0,82.74,18.0,0.0,252.32,353.06
FUEL-3000-036-T04,FUEL-3000-036,4,FUEL-3000,18:08,20:17,1088.036258757,1217.357143007,2,2413.677,7.279662,42.918245,13.214118,L,33.656359,0.0,100.56,21.88,0.0,509.54,631.98
FUEL-3000-037-T04,FUEL-3000-037,4,FUEL-3000,19:08,20:04,1148.036258757,1203.906718866,1,2859.759,8.09606,33.060607,9.947822,L,25.337102,0.0,75.7,16.47,0.0,0.0,92.17
