route_id,physical_vehicle_id,trip_number,vehicle_type,start,finish,start_minutes_exact,finish_minutes_exact,stops,load_weight_kg,load_volume_m3,distance_km,energy_amount,energy_unit,emissions_kg,fixed_cost,energy_cost,carbon_cost,waiting_cost,late_cost,total_cost
FUEL-3000-019-T01,FUEL-3000-019,1,FUEL-3000,10:30,13:37,630.0,817.37027306,1,3000.0,8.035869,81.276268,25.500648,L,64.95015,400.0,194.06,42.22,0.0,0.0,636.28
EV-3000-001-T02,EV-3000-001,2,EV-3000,20:25,23:58,1224.86801438,1438.1868706,1,3000.0,7.634357,178.175546,70.836375,kWh,35.489024,0.0,116.17,23.07,0.0,274.61,413.85
FUEL-3000-020-T01,FUEL-3000-020,1,FUEL-3000,13:30,19:18,810.0,1158.038566889,1,3000.0,7.634357,178.175546,55.210014,L,140.619906,400.0,420.15,91.4,0.0,0.0,911.55
FUEL-3000-015-T02,FUEL-3000-015,2,FUEL-3000,13:12,16:35,792.285055863,995.081940632,1,3000.0,7.812103,136.942285,41.848852,L,106.589027,0.0,318.47,69.28,0.0,0.0,387.75
FUEL-3000-021-T01,FUEL-3000-021,1,FUEL-3000,13:20,16:16,800.0,975.774354905,1,2933.964,10.19095,118.440203,36.041206,L,91.796952,400.0,274.27,59.67,0.0,0.0,733.94
FUEL-3000-022-T01,FUEL-3000-022,1,FUEL-3000,13:20,15:39,800.0,939.34715977,1,3000.0,7.401161,96.948158,29.532782,L,75.219997,400.0,224.74,48.89,0.0,0.0,673.64
FUEL-3000-023-T01,FUEL-3000-023,1,FUEL-3000,13:20,15:39,800.0,939.34715977,1,3000.0,7.401161,96.948158,29.532782,L,75.219997,400.0,224.74,48.89,0.0,0.0,673.64
FUEL-3000-024-T01,FUEL-3000-024,1,FUEL-3000,13:20,15:39,800.0,939.34715977,1,2849.767,7.030528,96.948158,29.287398,L,74.595003,400.0,222.88,48.49,0.0,0.0,671.36
FUEL-3000-025-T01,FUEL-3000-025,1,FUEL-3000,13:00,14:27,780.0,866.565907278,2,2413.677,7.279662,42.918245,12.741179,L,32.451782,400.0,96.96,21.09,0.0,0.0,518.05
FUEL-3000-026-T01,FUEL-3000-026,1,FUEL-3000,15:00,19:35,900.0,1174.671685403,2,2161.961,5.523861,107.28907,32.045224,L,81.619186,400.0,243.86,53.05,0.0,0.0,696.92
FUEL-3000-016-T02,FUEL-3000-016,2,FUEL-3000,15:22,19:54,922.285055863,1193.618637016,2,2939.499,7.147135,111.239793,33.007197,L,84.06933,0.0,251.18,54.65,0.74,0.0,306.57
FUEL-3000-027-T01,FUEL-3000-027,1,FUEL-3000,13:00,13:56,780.0,836.299362762,1,3000.0,9.052448,33.455913,10.145815,L,25.841392,400.0,77.21,16.8,0.0,0.0,494.01
FUEL-3000-028-T01,FUEL-3000-028,1,FUEL-3000,14:10,17:36,850.0,1055.628463479,1,3000.0,9.344487,110.758631,34.190657,L,87.083602,400.0,260.19,56.6,0.08,0.0,716.88
FUEL-3000-007-T02,FUEL-3000-007,2,FUEL-3000,14:40,20:34,879.736503775,1233.74476948,1,3000.0,7.810805,192.210952,59.655198,L,151.941789,0.0,453.98,98.76,0.0,0.0,552.74
FUEL-3000-008-T02,FUEL-3000-008,2,FUEL-3000,14:43,20:37,882.716788608,1236.725054312,1,3000.0,7.810805,192.210952,59.701516,L,152.05976,0.0,454.33,98.84,0.0,0.0,553.17
FUEL-3000-009-T02,FUEL-3000-009,2,FUEL-3000,14:53,19:15,892.716788608,1155.208270354,2,2690.688,7.334324,71.854466,22.439288,L,57.152867,0.0,170.76,37.15,27.9,0.0,235.81
FUEL-3000-010-T02,FUEL-3000-010,2,FUEL-3000,15:33,20:55,932.716788608,1254.513775845,4,3000.0,7.710284,130.054499,40.220514,L,102.441649,0.0,306.08,66.59,0.0,63.61,436.27
FUEL-3000-011-T02,FUEL-3000-011,2,FUEL-3000,15:13,19:46,912.716788608,1185.996928895,2,2841.473,7.332603,110.132029,33.693337,L,85.81693,0.0,256.41,55.78,0.0,0.0,312.19
FUEL-3000-002-T02,FUEL-3000-002,2,FUEL-3000,16:15,21:45,975.01233237,1305.482361498,2,2964.036,8.030969,149.595232,44.013264,L,112.101782,0.0,334.94,72.87,9.9,0.0,417.7
FUEL-3000-019-T02,FUEL-3000-019,2,FUEL-3000,15:27,19:53,927.37027306,1192.951005732,2,2874.921,8.049824,111.118142,33.756194,L,85.977025,0.0,256.88,55.89,0.0,0.0,312.77
FUEL-3000-027-T02,FUEL-3000-027,2,FUEL-3000,14:36,17:32,876.299362762,1051.749997008,1,3000.0,9.52428,84.711666,26.283851,L,66.94497,0.0,200.02,43.51,0.74,0.0,244.28
FUEL-3000-005-T02,FUEL-3000-005,2,FUEL-3000,14:36,17:32,876.431398891,1051.749997008,1,2799.925,8.88909,84.711666,25.996138,L,66.212162,0.0,197.83,43.04,0.68,0.0,241.54
FUEL-3000-004-T02,FUEL-3000-004,2,FUEL-3000,14:18,16:02,858.088122444,961.921174465,1,3000.0,7.677195,60.313583,18.462587,L,47.024209,0.0,140.5,30.57,0.0,0.0,171.07
FUEL-3000-025-T02,FUEL-3000-025,2,FUEL-3000,14:27,16:10,866.565907278,970.398959299,1,3000.0,7.677195,60.313583,18.462587,L,47.024209,0.0,140.5,30.57,0.0,0.0,171.07
FUEL-3000-001-T02,FUEL-3000-001,2,FUEL-3000,15:36,19:33,935.785921694,1172.715368066,1,3000.0,8.20587,94.35974,29.709844,L,75.670973,0.0,226.09,49.19,0.0,0.0,275.28
FUEL-3000-006-T02,FUEL-3000-006,2,FUEL-3000,15:42,19:35,942.326695142,1174.935793548,1,3000.0,8.20587,94.35974,29.692605,L,75.627065,0.0,225.96,49.16,0.0,0.0,275.12
EV-3000-005-T03,EV-3000-005,3,EV-3000,20:49,23:59,1249.152722543,1439.287975464,1,3000.0,7.087797,156.807991,62.341382,kWh,31.233032,0.0,102.24,20.3,0.0,156.02,278.56
EV-3000-009-T02,EV-3000-009,2,EV-3000,21:00,23:14,1260.050064238,1394.20966695,1,3000.0,6.842647,105.2171,41.830645,kWh,20.957153,0.0,68.6,13.62,0.0,209.27,291.5
EV-3000-002-T03,EV-3000-002,3,EV-3000,21:04,23:18,1263.58004354,1397.739646251,1,3000.0,6.842647,105.2171,41.830645,kWh,20.957153,0.0,68.6,13.62,0.0,212.22,294.44
FUEL-3000-012-T02,FUEL-3000-012,2,FUEL-3000,15:52,19:33,951.831060852,1172.898586345,1,3000.0,6.887149,86.874538,27.409337,L,69.811581,0.0,208.59,45.38,0.0,0.0,253.96
FUEL-3000-013-T02,FUEL-3000-013,2,FUEL-3000,15:52,19:33,951.831060852,1172.898586345,1,3000.0,6.887149,86.874538,27.409337,L,69.811581,0.0,208.59,45.38,0.0,0.0,253.96
FUEL-3000-014-T03,FUEL-3000-014,3,FUEL-3000,15:58,19:21,957.673377109,1160.799443815,1,3000.0,6.986844,71.557345,22.686153,L,57.781633,0.0,172.64,37.56,0.0,0.0,210.2
FUEL-3000-022-T02,FUEL-3000-022,2,FUEL-3000,15:59,19:21,959.34715977,1161.096063527,1,3000.0,6.986844,71.557345,22.674629,L,57.752279,0.0,172.55,37.54,0.0,0.0,210.09
FUEL-3000-023-T02,FUEL-3000-023,2,FUEL-3000,15:59,19:21,959.34715977,1161.096063527,1,2598.728,6.052302,71.557345,22.179949,L,56.492331,0.0,168.79,36.72,0.0,0.0,205.51
FUEL-3000-024-T02,FUEL-3000-024,2,FUEL-3000,15:59,20:43,959.34715977,1243.220364841,1,3000.0,7.701108,132.086612,41.498875,L,105.697635,0.0,315.81,68.7,0.0,0.0,384.51
FUEL-3000-017-T02,FUEL-3000-017,2,FUEL-3000,15:55,20:40,954.642012659,1240.208390018,1,3000.0,7.701108,132.086612,41.521033,L,105.754072,0.0,315.98,68.74,0.0,0.0,384.72
FUEL-3000-018-T02,FUEL-3000-018,2,FUEL-3000,15:55,20:40,954.642012659,1240.208390018,1,3000.0,7.701108,132.086612,41.521033,L,105.754072,0.0,315.98,68.74,0.0,0.0,384.72
FUEL-3000-004-T03,FUEL-3000-004,3,FUEL-3000,16:02,20:45,961.921174465,1244.868106617,1,3000.0,7.701108,132.086612,41.486753,L,105.666761,0.0,315.71,68.68,0.0,1.01,385.41
FUEL-3000-003-T03,FUEL-3000-003,3,FUEL-3000,16:05,19:20,964.774908574,1160.144130408,1,2528.135,5.33839,67.482311,20.88155,L,53.185308,0.0,158.91,34.57,0.0,0.0,193.48
EV-3000-006-T04,EV-3000-006,4,EV-3000,21:42,23:43,1301.913547291,1422.522372334,1,3000.0,7.660308,92.7278,36.865335,kWh,18.469533,0.0,60.46,12.01,0.0,202.68,275.15
FUEL-3000-025-T03,FUEL-3000-025,3,FUEL-3000,18:20,22:33,1100.398959299,1352.997054957,2,2707.228,6.995203,165.913789,50.182492,L,127.814807,0.0,381.89,83.08,0.0,0.0,464.97
FUEL-3000-021-T02,FUEL-3000-021,2,FUEL-3000,16:16,20:29,975.774354905,1228.566199851,1,2691.136,7.9507,108.888311,33.779644,L,86.036754,0.0,257.06,55.92,0.0,4.58,317.57
FUEL-3000-015-T03,FUEL-3000-015,3,FUEL-3000,16:35,20:07,995.081940632,1206.519443427,1,3000.0,8.070727,77.177075,24.678764,L,62.856811,0.0,187.81,40.86,0.0,39.71,268.37
EV-3000-007-T02,EV-3000-007,2,EV-3000,22:00,23:47,1320.0407347,1426.554845128,1,3000.0,8.271821,79.737172,31.700715,kWh,15.882058,0.0,51.99,10.32,0.0,203.58,265.89
FUEL-3000-005-T03,FUEL-3000-005,3,FUEL-3000,19:02,22:04,1141.749997008,1323.850125485,1,3000.0,9.823975,149.402285,45.307626,L,115.398524,0.0,344.79,75.01,0.0,0.0,419.8
FUEL-3000-027-T03,FUEL-3000-027,3,FUEL-3000,18:22,21:04,1101.749997008,1263.648665907,1,3000.0,7.053107,101.777021,31.233539,L,79.551825,0.0,237.69,51.71,0.0,0.36,289.76
FUEL-3000-028-T02,FUEL-3000-028,2,FUEL-3000,18:16,21:03,1095.628463479,1262.56383718,1,3000.0,7.053107,101.777021,31.292549,L,79.702121,0.0,238.14,51.81,0.0,0.0,289.94
FUEL-3000-009-T03,FUEL-3000-009,3,FUEL-3000,19:15,22:08,1155.208270354,1328.17299335,1,3000.0,8.260189,140.982486,42.754244,L,108.895061,0.0,325.36,70.78,0.0,0.0,396.14
FUEL-3000-020-T02,FUEL-3000-020,2,FUEL-3000,19:18,22:11,1158.038566889,1331.003289884,1,3000.0,8.260189,140.982486,42.754244,L,108.895061,0.0,325.36,70.78,0.0,0.0,396.14
FUEL-3000-003-T04,FUEL-3000-003,4,FUEL-3000,19:20,22:02,1160.144130408,1322.389442362,3,2935.148,8.973155,94.236096,28.018351,L,71.362739,0.0,213.22,46.39,0.0,27.72,287.33
FUEL-3000-014-T04,FUEL-3000-014,4,FUEL-3000,19:21,21:54,1160.799443815,1313.823474839,1,3000.0,7.331477,122.603815,37.180742,L,94.699351,0.0,282.95,61.55,0.0,0.0,344.5
FUEL-3000-022-T03,FUEL-3000-022,3,FUEL-3000,19:21,21:27,1161.096063527,1287.156875383,1,3000.0,8.700437,97.752715,29.644416,L,75.504328,0.0,225.59,49.08,0.0,10.94,285.61
FUEL-3000-023-T03,FUEL-3000-023,3,FUEL-3000,19:21,21:27,1161.096063527,1287.156875383,1,3000.0,8.700437,97.752715,29.644416,L,75.504328,0.0,225.59,49.08,0.0,10.94,285.61
FUEL-3000-001-T03,FUEL-3000-001,3,FUEL-3000,19:33,21:39,1172.715368066,1298.776179922,1,2804.296,8.132867,97.752715,29.322109,L,74.683411,0.0,223.14,48.54,0.0,20.62,292.31
FUEL-3000-012-T03,FUEL-3000-012,3,FUEL-3000,19:33,21:43,1172.898586345,1303.468152604,1,2918.815,8.92494,101.908284,30.765242,L,78.359072,0.0,234.12,50.93,0.0,10.15,295.21
FUEL-3000-013-T03,FUEL-3000-013,3,FUEL-3000,19:33,20:38,1172.898586345,1237.846772623,1,3000.0,8.081198,41.427245,12.563196,L,31.998459,0.0,95.61,20.8,0.0,52.81,169.22
FUEL-3000-026-T02,FUEL-3000-026,2,FUEL-3000,19:35,20:40,1174.671685403,1239.619871682,1,3000.0,8.081198,41.427245,12.563196,L,31.998459,0.0,95.61,20.8,0.0,54.29,170.69
FUEL-3000-006-T03,FUEL-3000-006,3,FUEL-3000,19:35,21:42,1174.935793548,1301.565776739,1,3000.0,11.615065,98.277301,29.803502,L,75.909519,0.0,226.8,49.34,0.0,0.0,276.15
FUEL-3000-011-T03,FUEL-3000-011,3,FUEL-3000,19:46,21:36,1185.996928895,1296.125676896,1,2725.323,7.50056,83.068663,24.806926,L,63.183239,0.0,188.78,41.07,0.0,0.0,229.85
FUEL-3000-019-T03,FUEL-3000-019,3,FUEL-3000,19:53,20:49,1192.951005732,1248.821465841,1,2859.759,8.09606,33.060607,9.947822,L,25.337102,0.0,75.7,16.47,0.0,13.24,105.41
