route_id,vehicle_type,start,finish,stops,load_weight_kg,load_volume_m3,distance_km,energy_amount,energy_unit,emissions_kg,fixed_cost,energy_cost,carbon_cost,waiting_cost,late_cost,total_cost
FUEL-3000-043,FUEL-3000,16:00,18:23,2,3000.0,6.556489,74.82366,23.118373,L,58.882496,400.0,175.93,38.27,0.0,0.0,614.2
FUEL-3000-044,FUEL-3000,16:20,18:29,1,3000.0,6.804936,86.874538,26.533881,L,67.581794,400.0,201.92,43.93,0.0,0.0,645.85
FUEL-3000-045,FUEL-3000,16:20,18:29,1,3000.0,6.804936,86.874538,26.533881,L,67.581794,400.0,201.92,43.93,0.0,0.0,645.85
FUEL-3000-046,FUEL-3000,14:50,18:18,3,3000.0,7.751077,109.944072,33.253077,L,84.695586,400.0,253.06,55.05,0.0,0.0,708.11
FUEL-3000-047,FUEL-3000,16:00,18:24,1,3000.0,8.20587,94.35974,28.898024,L,73.603266,400.0,219.91,47.84,0.0,0.0,667.76
FUEL-3000-048,FUEL-3000,16:00,18:24,1,3000.0,8.20587,94.35974,28.898024,L,73.603266,400.0,219.91,47.84,0.0,0.0,667.76
FUEL-3000-049,FUEL-3000,16:00,18:59,2,3000.0,7.726954,107.807393,32.851868,L,83.673708,400.0,250.0,54.39,0.0,0.0,704.39
FUEL-3000-050,FUEL-3000,15:50,18:52,2,3000.0,6.708249,111.938472,33.870906,L,86.269197,400.0,257.76,56.07,0.0,0.0,713.83
FUEL-3000-051,FUEL-3000,13:30,17:39,1,3000.0,7.651341,178.175546,54.383761,L,138.51544,400.0,413.86,90.04,0.0,0.0,903.9
FUEL-3000-052,FUEL-3000,14:10,19:09,4,3000.0,8.00173,170.015239,53.372712,L,135.940297,400.0,406.17,88.36,0.0,0.0,894.53
FUEL-3000-053,FUEL-3000,17:00,19:18,2,3000.0,7.964843,89.9924,26.77474,L,68.195263,400.0,203.76,44.33,0.0,0.0,648.08
FUEL-3000-054,FUEL-3000,16:40,19:41,3,3000.0,8.923342,104.986268,33.015205,L,84.089727,400.0,251.25,54.66,0.0,0.0,705.9
FUEL-3000-055,FUEL-3000,16:40,19:01,1,3000.0,6.842647,105.2171,32.002246,L,81.509721,400.0,243.54,52.98,0.0,0.0,696.52
FUEL-3000-056,FUEL-3000,16:00,19:37,3,3000.0,7.450825,124.923175,37.676238,L,95.961378,400.0,286.72,62.37,0.0,0.0,749.09
FUEL-3000-057,FUEL-3000,17:00,19:01,1,3000.0,7.660308,92.7278,28.120564,L,71.623077,400.0,214.0,46.55,0.0,0.0,660.55
FUEL-3000-058,FUEL-3000,17:00,19:12,2,3000.0,7.98475,84.385647,27.361056,L,69.688609,400.0,208.22,45.3,0.0,0.0,653.52
FUEL-3000-059,FUEL-3000,17:40,18:45,1,3000.0,8.081198,41.427245,12.563196,L,31.998459,400.0,95.61,20.8,0.0,0.0,516.4
FUEL-3000-060,FUEL-3000,17:40,21:20,4,3000.0,8.382356,129.196735,36.968909,L,94.15981,400.0,281.33,61.2,0.0,0.0,742.54
FUEL-1500-001,FUEL-1500,14:10,19:18,2,1500.0,4.229061,211.325957,64.606898,L,164.553769,400.0,491.66,106.96,1.58,0.0,1000.2
FUEL-1500-002,FUEL-1500,17:00,19:42,2,1500.0,3.998658,112.479823,33.196516,L,84.551526,400.0,252.63,54.96,0.0,0.0,707.58
FUEL-1500-003,FUEL-1500,14:30,19:27,2,1500.0,3.826565,180.743628,57.730045,L,147.038424,400.0,439.33,95.57,5.79,0.0,940.69
FUEL-1500-004,FUEL-1500,17:00,19:53,2,1500.0,3.523489,122.710639,37.719608,L,96.07184,400.0,287.05,62.45,0.0,0.0,749.49
FUEL-1500-005,FUEL-1500,18:40,19:36,1,1500.0,4.315533,33.060607,10.025935,L,25.536057,400.0,76.3,16.6,0.0,0.0,492.9
FUEL-1500-006,FUEL-1500,18:40,20:51,2,1500.0,4.292316,83.679855,23.139239,L,58.935642,400.0,176.09,38.31,0.0,0.0,614.4
FUEL-1500-007,FUEL-1500,17:00,19:18,1,1500.0,4.431605,108.888311,33.021389,L,84.105477,400.0,251.29,54.67,0.0,0.0,705.96
FUEL-1500-008,FUEL-1500,17:00,20:10,2,1500.0,4.301121,137.856102,40.703536,L,103.671907,400.0,309.75,67.39,0.0,0.0,777.14
FUEL-1500-009,FUEL-1500,17:00,19:43,1,1500.0,3.79791,132.086612,40.056488,L,102.023875,400.0,304.83,66.32,0.0,0.0,771.15
FUEL-1500-010,FUEL-1500,17:00,19:43,1,1500.0,3.79791,132.086612,40.056488,L,102.023875,400.0,304.83,66.32,0.0,0.0,771.15
FUEL-1500-011,FUEL-1500,17:00,19:43,1,1500.0,3.79791,132.086612,40.056488,L,102.023875,400.0,304.83,66.32,0.0,0.0,771.15
FUEL-1500-012,FUEL-1500,17:00,19:43,1,1500.0,3.79791,132.086612,40.056488,L,102.023875,400.0,304.83,66.32,0.0,0.0,771.15
FUEL-1500-013,FUEL-1500,17:00,19:43,1,1500.0,3.79791,132.086612,40.056488,L,102.023875,400.0,304.83,66.32,0.0,0.0,771.15
FUEL-1500-014,FUEL-1500,17:00,19:43,1,1500.0,3.79791,132.086612,40.056488,L,102.023875,400.0,304.83,66.32,0.0,0.0,771.15
FUEL-1500-015,FUEL-1500,17:00,19:43,1,1500.0,3.79791,132.086612,40.056488,L,102.023875,400.0,304.83,66.32,0.0,0.0,771.15
FUEL-1500-016,FUEL-1500,17:40,21:04,2,1500.0,4.88206,151.003462,45.84627,L,116.770449,400.0,348.89,75.9,0.0,0.0,824.79
FUEL-1500-017,FUEL-1500,17:00,20:49,1,1500.0,3.960563,192.210952,58.289751,L,148.463996,400.0,443.59,96.5,0.0,0.23,940.31
FUEL-1500-018,FUEL-1500,17:00,20:49,1,1500.0,3.960563,192.210952,58.289751,L,148.463996,400.0,443.59,96.5,0.0,0.23,940.31
FUEL-1500-019,FUEL-1500,17:00,20:49,1,1500.0,3.960563,192.210952,58.289751,L,148.463996,400.0,443.59,96.5,0.0,0.23,940.31
FUEL-1500-020,FUEL-1500,17:00,20:49,1,1500.0,3.960563,192.210952,58.289751,L,148.463996,400.0,443.59,96.5,0.0,0.23,940.31
FUEL-1500-021,FUEL-1500,16:40,20:52,2,1500.0,3.577302,188.781198,58.844203,L,149.876186,400.0,447.8,97.42,0.0,0.0,945.22
FUEL-1500-022,FUEL-1500,17:40,19:50,1,1500.0,3.526554,101.777021,30.864824,L,78.612707,400.0,234.88,51.1,0.0,0.0,685.98
FUEL-1500-023,FUEL-1500,17:40,19:50,1,1500.0,3.526554,101.777021,30.864824,L,78.612707,400.0,234.88,51.1,0.0,0.0,685.98
FUEL-1500-024,FUEL-1500,17:40,19:50,1,1500.0,3.526554,101.777021,30.864824,L,78.612707,400.0,234.88,51.1,0.0,0.0,685.98
FUEL-1500-025,FUEL-1500,17:40,19:50,1,1500.0,3.526554,101.777021,30.864824,L,78.612707,400.0,234.88,51.1,0.0,0.0,685.98
FUEL-1500-026,FUEL-1500,17:50,20:26,2,1500.0,4.009649,107.045914,33.383166,L,85.026925,400.0,254.05,55.27,0.0,0.0,709.31
FUEL-1500-027,FUEL-1500,17:00,20:10,1,1500.0,3.543899,156.807991,47.553475,L,121.118702,400.0,361.88,78.73,0.0,0.0,840.61
FUEL-1500-028,FUEL-1500,17:00,21:33,2,1500.0,3.803955,214.541286,63.674217,L,162.178231,400.0,484.56,105.42,0.0,0.0,989.98
FUEL-1500-029,FUEL-1500,18:00,20:11,1,1500.0,4.626107,101.908284,30.904631,L,78.714094,400.0,235.18,51.16,0.0,0.0,686.35
FUEL-1500-030,FUEL-1500,18:10,21:03,2,1500.0,4.558166,122.701139,36.234016,L,92.288038,400.0,275.74,59.99,0.0,0.0,735.73
FUEL-1500-031,FUEL-1500,18:30,21:08,2,1500.0,4.080434,108.721415,32.031677,L,81.584682,400.0,243.76,53.03,0.0,0.0,696.79
FUEL-1500-032,FUEL-1500,19:00,21:26,2,1500.0,4.005391,97.443038,28.364454,L,72.244265,400.0,215.85,46.96,0.0,0.0,662.81
FUEL-1500-033,FUEL-1500,18:20,20:26,1,1500.0,4.299676,97.752715,29.644416,L,75.504328,400.0,225.59,49.08,0.0,0.0,674.67
FUEL-1500-034,FUEL-1500,18:20,20:26,1,1500.0,4.299676,97.752715,29.644416,L,75.504328,400.0,225.59,49.08,0.0,0.0,674.67
FUEL-1500-035,FUEL-1500,18:20,20:26,1,1500.0,4.299676,97.752715,29.644416,L,75.504328,400.0,225.59,49.08,0.0,0.0,674.67
FUEL-1500-036,FUEL-1500,18:20,20:26,1,1500.0,4.299676,97.752715,29.644416,L,75.504328,400.0,225.59,49.08,0.0,0.0,674.67
FUEL-1500-037,FUEL-1500,18:20,20:26,1,1500.0,4.299676,97.752715,29.644416,L,75.504328,400.0,225.59,49.08,0.0,0.0,674.67
FUEL-1500-038,FUEL-1500,18:20,21:23,2,1500.0,4.379564,131.999369,38.410169,L,97.830701,400.0,292.3,63.59,0.0,0.0,755.89
FUEL-1500-039,FUEL-1500,18:50,21:13,2,1500.0,5.287393,95.070359,28.525395,L,72.654182,400.0,217.08,47.23,0.0,0.0,664.3
FUEL-1500-040,FUEL-1500,18:50,20:57,1,1500.0,5.807532,98.277301,29.803502,L,75.909519,400.0,226.8,49.34,0.0,0.0,676.15
FUEL-1500-041,FUEL-1500,18:50,21:58,2,1500.0,5.494526,136.391452,39.663563,L,101.023094,400.0,301.84,65.67,0.0,0.0,767.5
FUEL-1500-042,FUEL-1500,18:30,21:03,1,1500.0,3.665738,122.603815,37.180742,L,94.699351,400.0,282.95,61.55,0.0,0.0,744.5
FUEL-1500-043,FUEL-1500,18:30,22:18,2,1500.0,3.719601,173.147105,52.122606,L,132.756277,400.0,396.65,86.29,0.0,0.0,882.94
FUEL-1500-044,FUEL-1500,18:20,21:51,2,1500.0,4.862664,157.940907,47.541372,L,121.087876,400.0,361.79,78.71,0.0,0.0,840.5
FUEL-1500-045,FUEL-1500,17:20,21:48,2,1500.0,4.123102,210.373996,67.295895,L,171.402644,400.0,512.12,111.41,0.0,0.0,1023.53
FUEL-1500-046,FUEL-1500,17:00,22:08,3,1500.0,3.965571,228.472799,71.351646,L,181.732643,400.0,542.99,118.13,0.0,0.0,1061.11
FUEL-1500-047,FUEL-1500,18:40,22:20,2,1500.0,3.902116,165.913789,50.288324,L,128.084361,400.0,382.69,83.25,0.0,0.0,865.95
FUEL-1500-048,FUEL-1500,19:00,21:53,1,1500.0,4.07453,140.982486,42.754244,L,108.895061,400.0,325.36,70.78,0.0,0.0,796.14
FUEL-1500-049,FUEL-1500,19:00,21:53,1,1500.0,4.07453,140.982486,42.754244,L,108.895061,400.0,325.36,70.78,0.0,0.0,796.14
FUEL-1500-050,FUEL-1500,19:00,21:53,1,1500.0,4.07453,140.982486,42.754244,L,108.895061,400.0,325.36,70.78,0.0,0.0,796.14
EV-1250-001,EV-1250,19:00,21:53,1,554.98632,1.507539,140.982486,51.408229,kWh,25.755523,400.0,84.31,16.74,0.0,0.0,501.05
