route_id,physical_vehicle_id,trip_number,vehicle_type,propulsion,sequence,customer_id,delivered_weight_kg,delivered_volume_m3,leg_distance_km,arrival,service_start,departure,waiting_minutes,late_minutes
FUEL-3000-001-T01,FUEL-3000-001,1,FUEL-3000,fuel,1,33,527.267,1.37982,57.715,11:58,11:58,12:18,0.0,0.0
FUEL-3000-001-T01,FUEL-3000-001,1,FUEL-3000,fuel,2,90,100.609,0.22653,49.514801,13:46,13:50,14:10,3.675,0.0
FUEL-3000-001-T01,FUEL-3000-001,1,FUEL-3000,fuel,3,36,309.254,0.963273,17.596343,14:29,15:16,15:36,46.908,0.0
FUEL-3000-001-T01,FUEL-3000-001,1,FUEL-3000,fuel,4,77,1968.267,5.09682,82.728223,19:15,19:15,19:35,0.0,0.0
FUEL-3000-001-T01,FUEL-3000-001,1,FUEL-3000,fuel,5,98,25.5,0.0646,13.303516,19:49,19:49,20:09,0.0,0.0
FUEL-3000-001-T01,FUEL-3000-001,1,FUEL-3000,fuel,6,71,67.068,0.219625,35.545073,20:48,20:48,21:08,0.0,2.722
EV-3000-003-T02,EV-3000-003,2,EV-3000,electric,1,70,3000.0,8.652022,120.240603,19:38,19:38,19:58,0.0,423.176
FUEL-3000-002-T01,FUEL-3000-002,1,FUEL-3000,fuel,1,61,14.066,0.044243,56.923496,12:30,12:30,12:50,0.0,0.0
FUEL-3000-002-T01,FUEL-3000-002,1,FUEL-3000,fuel,2,70,2674.649,7.713708,21.937999,13:22,13:22,13:42,0.0,46.947
FUEL-3000-002-T01,FUEL-3000-002,1,FUEL-3000,fuel,3,26,45.813,0.1362,16.818856,14:00,15:50,16:10,109.804,0.0
FUEL-3000-002-T01,FUEL-3000-002,1,FUEL-3000,fuel,4,27,233.604,0.551913,3.462563,16:16,17:51,18:11,95.131,0.0
EV-3000-008-T03,EV-3000-008,3,EV-3000,electric,1,59,3000.0,7.785846,82.077276,19:15,19:15,19:35,0.0,396.427
EV-3000-005-T03,EV-3000-005,3,EV-3000,electric,1,59,3000.0,7.785846,82.077276,19:17,19:17,19:37,0.0,397.6
EV-3000-007-T03,EV-3000-007,3,EV-3000,electric,1,59,2956.665,7.673379,82.077276,19:24,19:24,19:44,0.0,404.634
FUEL-3000-003-T01,FUEL-3000-003,1,FUEL-3000,fuel,1,82,1493.082,4.67276,59.558745,11:25,11:41,12:01,15.674,0.0
FUEL-3000-003-T01,FUEL-3000-003,1,FUEL-3000,fuel,2,11,1325.53,4.36316,25.970333,13:18,13:18,13:38,0.0,27.722
FUEL-3000-004-T01,FUEL-3000-004,1,FUEL-3000,fuel,1,6,3000.0,8.035869,40.638134,12:02,12:02,12:22,0.0,0.0
FUEL-3000-004-T02,FUEL-3000-004,2,FUEL-3000,fuel,1,30,334.852,0.73178,16.507486,13:55,13:55,14:15,0.0,53.281
FUEL-3000-004-T02,FUEL-3000-004,2,FUEL-3000,fuel,2,12,1726.842,4.73798,23.6217,14:41,14:55,15:15,14.09,0.0
FUEL-3000-004-T02,FUEL-3000-004,2,FUEL-3000,fuel,3,31,771.621,1.759977,13.42479,15:38,16:49,17:09,71.246,0.0
EV-3000-010-T04,EV-3000-010,4,EV-3000,electric,1,61,3000.0,9.436114,56.923496,19:29,19:29,19:49,0.0,345.506
EV-3000-009-T05,EV-3000-009,5,EV-3000,electric,1,61,3000.0,9.436114,56.923496,19:35,19:35,19:55,0.0,351.866
FUEL-3000-005-T01,FUEL-3000-005,1,FUEL-3000,fuel,1,41,2786.418,8.08285,56.010367,13:52,13:52,14:12,0.0,0.91
FUEL-3000-006-T01,FUEL-3000-006,1,FUEL-3000,fuel,1,94,9.186,0.01795,51.141395,13:27,13:27,13:47,0.0,0.0
FUEL-3000-006-T01,FUEL-3000-006,1,FUEL-3000,fuel,2,93,97.696,0.33417,23.942452,14:13,14:13,14:33,0.0,0.0
FUEL-3000-006-T01,FUEL-3000-006,1,FUEL-3000,fuel,3,39,1024.891,2.548208,18.6467,14:53,14:53,15:13,0.0,0.0
FUEL-3000-006-T01,FUEL-3000-006,1,FUEL-3000,fuel,4,54,1556.041,4.051311,8.163228,15:27,17:20,17:40,113.219,0.0
FUEL-3000-006-T01,FUEL-3000-006,1,FUEL-3000,fuel,5,91,70.435,0.39102,2.744993,17:57,17:57,18:17,0.0,0.0
FUEL-3000-003-T02,FUEL-3000-003,2,FUEL-3000,fuel,1,49,3000.0,9.052448,16.727956,14:58,14:58,15:18,0.0,56.132
FUEL-3000-007-T01,FUEL-3000-007,1,FUEL-3000,fuel,1,49,1486.836,4.486502,16.727956,13:58,13:58,14:18,0.0,0.0
FUEL-3000-007-T01,FUEL-3000-007,1,FUEL-3000,fuel,2,57,609.652,1.560139,11.229758,14:30,14:38,14:58,7.666,0.0
EV-3000-002-T03,EV-3000-002,3,EV-3000,electric,1,7,3000.0,7.492424,62.202727,20:20,20:20,20:40,0.0,372.194
FUEL-3000-008-T01,FUEL-3000-008,1,FUEL-3000,fuel,1,7,3000.0,7.492424,62.202727,14:07,14:07,14:27,0.0,0.0
EV-3000-001-T02,EV-3000-001,2,EV-3000,electric,1,74,3000.0,8.440433,65.835878,20:56,20:56,21:16,0.0,406.037
FUEL-3000-009-T01,FUEL-3000-009,1,FUEL-3000,fuel,1,74,887.971,2.498287,65.835878,13:49,13:49,14:09,0.0,0.0
FUEL-3000-009-T01,FUEL-3000-009,1,FUEL-3000,fuel,2,73,103.482,0.251619,7.43062,14:17,14:17,14:37,0.0,0.143
FUEL-3000-009-T01,FUEL-3000-009,1,FUEL-3000,fuel,3,84,1605.262,4.36803,16.751516,14:55,16:14,16:34,78.682,0.0
FUEL-3000-009-T01,FUEL-3000-009,1,FUEL-3000,fuel,4,55,197.648,0.50737,10.433843,16:52,17:55,18:15,63.316,0.0
EV-3000-006-T03,EV-3000-006,3,EV-3000,electric,1,73,3000.0,7.294581,72.713429,21:11,21:11,21:31,0.0,414.218
FUEL-3000-010-T01,FUEL-3000-010,1,FUEL-3000,fuel,1,83,926.841,2.79316,9.07345,14:40,14:40,15:00,0.0,0.0
FUEL-3000-010-T01,FUEL-3000-010,1,FUEL-3000,fuel,2,89,46.248,0.2733,60.105118,16:42,16:42,17:02,0.0,0.0
FUEL-3000-010-T01,FUEL-3000-010,1,FUEL-3000,fuel,3,19,9.372,0.07403,6.943941,17:44,19:15,19:35,90.856,0.0
FUEL-3000-010-T01,FUEL-3000-010,1,FUEL-3000,fuel,4,50,1952.31,5.375483,14.625467,19:51,20:09,20:29,18.132,0.0
EV-3000-010-T05,EV-3000-010,5,EV-3000,electric,1,39,3000.0,7.458962,97.084682,22:36,22:36,22:56,0.0,455.603
FUEL-3000-011-T01,FUEL-3000-011,1,FUEL-3000,fuel,1,64,3000.0,7.401161,48.474079,14:13,14:13,14:33,0.0,0.0
FUEL-3000-012-T01,FUEL-3000-012,1,FUEL-3000,fuel,1,64,3000.0,7.401161,48.474079,14:13,14:13,14:33,0.0,0.0
FUEL-3000-013-T01,FUEL-3000-013,1,FUEL-3000,fuel,1,64,2849.767,7.030528,48.474079,14:13,14:13,14:33,0.0,0.0
EV-3000-009-T06,EV-3000-009,6,EV-3000,electric,1,56,3000.0,7.528245,80.451906,22:24,22:24,22:44,0.0,434.917
EV-3000-008-T04,EV-3000-008,4,EV-3000,electric,1,56,3000.0,7.528245,80.451906,22:32,22:32,22:52,0.0,442.77
FUEL-3000-014-T01,FUEL-3000-014,1,FUEL-3000,fuel,1,3,235.018,0.70348,69.43312,15:24,15:24,15:44,0.0,2.954
FUEL-3000-014-T01,FUEL-3000-014,1,FUEL-3000,fuel,2,78,1882.391,4.7241,7.80573,15:57,19:54,20:14,236.816,0.0
FUEL-3000-014-T01,FUEL-3000-014,1,FUEL-3000,fuel,3,5,731.601,2.31239,17.615825,20:33,20:33,20:53,0.0,7.113
FUEL-3000-015-T01,FUEL-3000-015,1,FUEL-3000,fuel,1,58,2933.964,10.19095,59.220101,14:24,14:24,14:44,0.0,0.0
EV-3000-005-T04,EV-3000-005,4,EV-3000,electric,1,75,3000.0,7.812103,68.471143,22:20,22:20,22:40,0.0,394.944
FUEL-3000-005-T02,FUEL-3000-005,2,FUEL-3000,fuel,1,57,3000.0,7.677195,30.156791,16:11,16:11,16:31,0.0,11.922
FUEL-3000-011-T02,FUEL-3000-011,2,FUEL-3000,fuel,1,57,3000.0,7.677195,30.156791,16:30,16:30,16:50,0.0,31.46
EV-3000-007-T04,EV-3000-007,4,EV-3000,electric,1,36,3000.0,9.344487,55.379316,22:13,22:13,22:33,0.0,351.774
EV-3000-004-T02,EV-3000-004,2,EV-3000,electric,1,52,3000.0,7.634357,89.087773,22:52,22:52,23:12,0.0,379.978
EV-3000-002-T04,EV-3000-002,4,EV-3000,electric,1,52,3000.0,7.634357,89.087773,23:24,23:24,23:44,0.0,412.343
FUEL-3000-016-T01,FUEL-3000-016,1,FUEL-3000,fuel,1,52,842.093,2.142946,89.087773,15:42,15:42,16:02,0.0,0.0
FUEL-3000-016-T01,FUEL-3000-016,1,FUEL-3000,fuel,2,51,539.478,1.487489,45.876115,18:10,18:10,18:30,0.0,0.0
FUEL-3000-016-T01,FUEL-3000-016,1,FUEL-3000,fuel,3,68,1414.987,3.326685,30.682391,19:28,19:28,19:48,0.0,0.0
FUEL-3000-012-T02,FUEL-3000-012,2,FUEL-3000,fuel,1,45,3000.0,9.52428,42.355833,16:51,16:51,17:11,0.0,15.137
FUEL-3000-013-T02,FUEL-3000-013,2,FUEL-3000,fuel,1,45,2799.925,8.88909,42.355833,16:51,16:51,17:11,0.0,15.137
FUEL-3000-003-T03,FUEL-3000-003,3,FUEL-3000,fuel,1,63,3000.0,8.20587,47.17987,17:23,17:23,17:43,0.0,9.3
FUEL-3000-007-T02,FUEL-3000-007,2,FUEL-3000,fuel,1,63,2692.99,7.366109,47.17987,17:29,17:29,17:49,0.0,14.735
FUEL-3000-008-T02,FUEL-3000-008,2,FUEL-3000,fuel,1,63,3000.0,8.20587,47.17987,17:53,17:53,18:13,0.0,38.767
FUEL-3000-015-T02,FUEL-3000-015,2,FUEL-3000,fuel,1,65,3000.0,6.887149,43.437269,18:46,18:46,19:06,0.0,83.189
FUEL-3000-017-T01,FUEL-3000-017,1,FUEL-3000,fuel,1,65,3000.0,6.887149,43.437269,17:13,17:13,17:33,0.0,0.0
FUEL-3000-018-T01,FUEL-3000-018,1,FUEL-3000,fuel,1,48,3000.0,6.986844,35.778672,17:02,17:02,17:22,0.0,0.0
FUEL-3000-019-T01,FUEL-3000-019,1,FUEL-3000,fuel,1,48,3000.0,6.986844,35.778672,17:02,17:02,17:22,0.0,0.0
FUEL-3000-020-T01,FUEL-3000-020,1,FUEL-3000,fuel,1,48,2598.728,6.052302,35.778672,17:02,17:02,17:22,0.0,0.0
FUEL-3000-021-T01,FUEL-3000-021,1,FUEL-3000,fuel,1,25,2528.135,5.33839,33.741155,16:57,16:57,17:17,0.0,0.0
EV-3000-003-T03,EV-3000-003,3,EV-3000,electric,1,31,3000.0,6.842647,52.60855,23:06,23:06,23:26,0.0,319.716
EV-3000-001-T03,EV-3000-001,3,EV-3000,electric,1,31,3000.0,6.842647,52.60855,23:25,23:25,23:45,0.0,338.548
FUEL-3000-022-T01,FUEL-3000-022,1,FUEL-3000,fuel,1,24,1262.167,2.95599,47.09128,16:50,16:51,17:11,1.184,0.0
FUEL-3000-022-T01,FUEL-3000-022,1,FUEL-3000,fuel,2,80,506.341,1.90288,8.285016,18:02,18:02,18:22,0.0,0.0
FUEL-3000-022-T01,FUEL-3000-022,1,FUEL-3000,fuel,3,29,873.945,2.04764,12.520931,19:07,19:07,19:27,0.0,3.802
FUEL-3000-005-T03,FUEL-3000-005,3,FUEL-3000,fuel,1,43,3000.0,8.070727,38.588538,19:35,19:35,19:55,0.0,77.708
FUEL-3000-011-T03,FUEL-3000-011,3,FUEL-3000,fuel,1,43,2061.581,5.546153,38.588538,19:47,19:47,20:07,0.0,90.215
FUEL-3000-011-T03,FUEL-3000-011,3,FUEL-3000,fuel,2,10,759.985,2.942425,31.691461,20:42,20:42,21:02,0.0,12.6
EV-3000-006-T04,EV-3000-006,4,EV-3000,electric,1,44,3000.0,7.660308,46.3639,23:40,23:40,D+1 00:00,0.0,311.416
FUEL-3000-023-T01,FUEL-3000-023,1,FUEL-3000,fuel,1,44,1552.309,3.963722,46.3639,16:59,17:01,17:21,2.417,0.0
FUEL-3000-023-T01,FUEL-3000-023,1,FUEL-3000,fuel,2,53,963.846,2.596344,17.308124,19:01,19:01,19:21,0.0,9.235
FUEL-3000-021-T02,FUEL-3000-021,2,FUEL-3000,fuel,1,51,3000.0,8.271821,39.868586,20:02,20:02,20:22,0.0,82.646
EV-3000-007-T05,EV-3000-007,5,EV-3000,electric,1,54,3000.0,7.810805,96.105476,D+1 01:17,D+1 01:17,D+1 01:37,0.0,393.133
EV-3000-005-T05,EV-3000-005,5,EV-3000,electric,1,54,3000.0,7.810805,96.105476,D+1 01:39,D+1 01:39,D+1 01:59,0.0,414.508
FUEL-3000-018-T02,FUEL-3000-018,2,FUEL-3000,fuel,1,53,3000.0,8.081198,20.713623,19:44,19:44,20:04,0.0,51.983
FUEL-3000-019-T02,FUEL-3000-019,2,FUEL-3000,fuel,1,53,3000.0,8.081198,20.713623,19:44,19:44,20:04,0.0,51.983
FUEL-3000-020-T02,FUEL-3000-020,2,FUEL-3000,fuel,1,40,2691.136,7.9507,54.444156,20:21,20:21,20:41,0.0,76.58
EV-3000-009-T07,EV-3000-009,7,EV-3000,electric,1,27,3000.0,7.087797,78.403996,D+1 01:36,D+1 01:36,D+1 01:56,0.0,389.274
EV-3000-008-T05,EV-3000-008,5,EV-3000,electric,1,55,3000.0,7.701108,66.043306,D+1 01:31,D+1 01:31,D+1 01:51,0.0,378.716
EV-3000-003-T04,EV-3000-003,4,EV-3000,electric,1,55,3000.0,7.701108,66.043306,D+1 01:34,D+1 01:34,D+1 01:54,0.0,382.452
EV-3000-010-T06,EV-3000-010,6,EV-3000,electric,1,55,3000.0,7.701108,66.043306,D+1 01:53,D+1 01:53,D+1 02:13,0.0,400.596
EV-3000-001-T04,EV-3000-001,4,EV-3000,electric,1,55,3000.0,7.701108,66.043306,D+1 01:53,D+1 01:53,D+1 02:13,0.0,401.285
FUEL-3000-012-T03,FUEL-3000-012,3,FUEL-3000,fuel,1,68,3000.0,7.053107,50.88851,20:22,20:22,20:42,0.0,33.877
FUEL-3000-013-T03,FUEL-3000-013,3,FUEL-3000,fuel,1,68,3000.0,7.053107,50.88851,20:22,20:22,20:42,0.0,33.877
FUEL-3000-017-T02,FUEL-3000-017,2,FUEL-3000,fuel,1,47,2859.759,8.09606,16.530304,19:50,19:50,20:10,0.0,0.0
FUEL-3000-004-T03,FUEL-3000-004,3,FUEL-3000,fuel,1,62,3000.0,8.700437,48.876357,20:30,20:30,20:50,0.0,29.439
FUEL-3000-003-T04,FUEL-3000-003,4,FUEL-3000,fuel,1,62,3000.0,8.700437,48.876357,20:31,20:31,20:51,0.0,29.628
FUEL-3000-007-T03,FUEL-3000-007,3,FUEL-3000,fuel,1,62,2804.296,8.132867,48.876357,20:32,20:32,20:52,0.0,30.591
FUEL-3000-008-T03,FUEL-3000-008,3,FUEL-3000,fuel,1,67,2918.815,8.92494,50.954142,20:38,20:38,20:58,0.0,22.104
FUEL-3000-023-T02,FUEL-3000-023,2,FUEL-3000,fuel,1,10,3000.0,11.615065,49.138651,20:37,20:37,20:57,0.0,8.024
EV-3000-004-T03,EV-3000-004,3,EV-3000,electric,1,28,3000.0,7.331477,61.301908,D+1 01:55,D+1 01:55,D+1 02:15,0.0,320.149
FUEL-3000-015-T03,FUEL-3000-015,3,FUEL-3000,fuel,1,72,2725.323,7.50056,41.534331,20:38,20:38,20:58,0.0,3.382
FUEL-3000-006-T02,FUEL-3000-006,2,FUEL-3000,fuel,1,4,1443.562,3.71834,35.029172,20:34,20:34,20:54,0.0,0.0
EV-3000-006-T05,EV-3000-006,5,EV-3000,electric,1,71,3000.0,9.823975,74.701143,D+1 02:12,D+1 02:12,D+1 02:32,0.0,326.77
EV-3000-002-T05,EV-3000-002,5,EV-3000,electric,1,50,3000.0,8.260189,70.491243,D+1 02:37,D+1 02:37,D+1 02:57,0.0,339.485
FUEL-3000-009-T02,FUEL-3000-009,2,FUEL-3000,fuel,1,50,3000.0,8.260189,70.491243,21:20,21:20,21:40,0.0,22.164
