route_id,physical_vehicle_id,trip_number,vehicle_type,propulsion,sequence,customer_id,delivered_weight_kg,delivered_volume_m3,leg_distance_km,arrival,service_start,departure,waiting_minutes,late_minutes
FUEL-3000-005-T01,FUEL-3000-005,1,FUEL-3000,fuel,3,97,17.48,0.04201,24.101517,13:51,13:51,14:11,0.0,0.0
FUEL-3000-005-T01,FUEL-3000-005,1,FUEL-3000,fuel,4,3,235.018,0.70348,11.993321,14:24,14:33,14:53,9.398,0.0
FUEL-3000-006-T01,FUEL-3000-006,1,FUEL-3000,fuel,1,75,3000.0,7.812103,68.471143,14:24,14:25,14:45,0.709,0.0
FUEL-3000-003-T02,FUEL-3000-003,2,FUEL-3000,fuel,1,55,3000.0,7.701108,66.043306,19:30,19:30,19:50,0.0,17.588
FUEL-3000-006-T02,FUEL-3000-006,2,FUEL-3000,fuel,1,55,3000.0,7.701108,66.043306,19:33,19:33,19:53,0.0,20.864
FUEL-3000-005-T02,FUEL-3000-005,2,FUEL-3000,fuel,1,55,3000.0,7.701108,66.043306,19:42,19:42,20:02,0.0,29.908
FUEL-3000-007-T01,FUEL-3000-007,1,FUEL-3000,fuel,1,55,3000.0,7.701108,66.043306,18:19,18:19,18:39,0.0,0.0
FUEL-3000-008-T01,FUEL-3000-008,1,FUEL-3000,fuel,1,74,3000.0,8.440433,65.835878,14:10,14:10,14:30,0.0,0.0
FUEL-3000-009-T01,FUEL-3000-009,1,FUEL-3000,fuel,1,46,3000.0,9.837781,65.198096,11:19,11:19,11:39,0.0,0.0
FUEL-3000-010-T01,FUEL-3000-010,1,FUEL-3000,fuel,1,76,1256.301,4.18709,37.624322,09:39,09:39,09:59,0.0,0.0
FUEL-3000-010-T01,FUEL-3000-010,1,FUEL-3000,fuel,2,85,593.83,1.42095,1.870474,10:02,10:02,10:22,0.0,0.0
FUEL-3000-010-T01,FUEL-3000-010,1,FUEL-3000,fuel,3,33,527.267,1.37982,16.525172,10:50,10:50,11:10,0.0,0.0
FUEL-3000-010-T01,FUEL-3000-010,1,FUEL-3000,fuel,4,42,606.044,1.436023,7.238836,11:22,11:22,11:42,0.0,0.964
FUEL-3000-011-T01,FUEL-3000-011,1,FUEL-3000,fuel,1,42,3000.0,7.108509,62.568183,10:28,10:28,10:48,0.0,0.0
FUEL-3000-012-T01,FUEL-3000-012,1,FUEL-3000,fuel,1,42,3000.0,7.108509,62.568183,10:28,10:28,10:48,0.0,0.0
FUEL-3000-011-T02,FUEL-3000-011,2,FUEL-3000,fuel,1,7,3000.0,7.492424,62.202727,14:33,14:33,14:53,0.0,24.502
FUEL-3000-012-T02,FUEL-3000-012,2,FUEL-3000,fuel,1,7,3000.0,7.492424,62.202727,14:33,14:33,14:53,0.0,24.502
EV-3000-002-T03,EV-3000-002,3,EV-3000,electric,1,28,3000.0,7.331477,61.301908,22:26,22:26,22:46,0.0,111.106
FUEL-3000-013-T01,FUEL-3000-013,1,FUEL-3000,fuel,1,6,1473.642,3.947331,40.638134,12:02,12:02,12:22,0.0,0.0
FUEL-3000-013-T01,FUEL-3000-013,1,FUEL-3000,fuel,2,82,1493.082,4.67276,31.730891,13:28,13:28,13:48,0.0,25.706
FUEL-3000-010-T02,FUEL-3000-010,2,FUEL-3000,fuel,1,58,2933.964,10.19095,59.220101,14:58,14:58,15:18,0.0,0.0
FUEL-3000-009-T02,FUEL-3000-009,2,FUEL-3000,fuel,1,65,552.587,1.268583,43.437269,16:20,16:20,16:40,0.0,0.0
FUEL-3000-009-T02,FUEL-3000-009,2,FUEL-3000,fuel,2,69,2288.886,6.06402,7.932282,16:53,16:53,17:13,0.0,0.0
FUEL-3000-014-T01,FUEL-3000-014,1,FUEL-3000,fuel,1,60,906.629,2.381062,18.374091,10:41,10:41,11:01,0.0,0.0
FUEL-3000-014-T01,FUEL-3000-014,1,FUEL-3000,fuel,2,13,540.087,1.27918,26.781122,12:30,12:30,12:50,0.0,0.0
FUEL-3000-014-T01,FUEL-3000-014,1,FUEL-3000,fuel,3,11,1325.53,4.36316,14.14428,13:14,13:14,13:34,0.0,23.526
FUEL-3000-015-T01,FUEL-3000-015,1,FUEL-3000,fuel,1,61,3000.0,9.436114,56.923496,13:39,13:39,13:59,0.0,0.0
FUEL-3000-016-T01,FUEL-3000-016,1,FUEL-3000,fuel,1,61,3000.0,9.436114,56.923496,13:39,13:39,13:59,0.0,0.0
FUEL-3000-017-T01,FUEL-3000-017,1,FUEL-3000,fuel,1,88,79.601,0.53748,15.189998,11:16,11:16,11:36,0.0,0.0
FUEL-3000-017-T01,FUEL-3000-017,1,FUEL-3000,fuel,2,31,771.621,1.759977,37.927056,13:26,16:49,17:09,202.781,0.0
FUEL-3000-017-T01,FUEL-3000-017,1,FUEL-3000,fuel,3,81,1343.612,3.64803,9.411893,18:07,18:07,18:27,0.0,0.0
FUEL-3000-018-T01,FUEL-3000-018,1,FUEL-3000,fuel,1,41,2786.418,8.08285,56.010367,13:52,13:52,14:12,0.0,0.91
FUEL-3000-014-T02,FUEL-3000-014,2,FUEL-3000,fuel,1,36,3000.0,9.344487,55.379316,15:56,15:56,16:16,0.0,0.0
EV-3000-005-T03,EV-3000-005,3,EV-3000,electric,1,40,2691.136,7.9507,54.444156,22:33,22:33,22:53,0.0,209.092
FUEL-3000-013-T02,FUEL-3000-013,2,FUEL-3000,fuel,1,31,3000.0,6.842647,52.60855,17:05,17:05,17:25,0.0,0.0
FUEL-3000-015-T02,FUEL-3000-015,2,FUEL-3000,fuel,1,31,3000.0,6.842647,52.60855,17:04,17:04,17:24,0.0,0.0
FUEL-3000-016-T02,FUEL-3000-016,2,FUEL-3000,fuel,1,67,2918.815,8.92494,50.954142,19:57,19:57,20:17,0.0,0.0
FUEL-3000-018-T02,FUEL-3000-018,2,FUEL-3000,fuel,1,92,1524.512,3.82045,17.483736,15:59,15:59,16:19,0.0,0.0
FUEL-3000-018-T02,FUEL-3000-018,2,FUEL-3000,fuel,2,68,1414.987,3.326685,42.867546,18:56,18:56,19:16,0.0,0.0
FUEL-3000-008-T02,FUEL-3000-008,2,FUEL-3000,fuel,1,68,3000.0,7.053107,50.88851,19:49,19:49,20:09,0.0,0.867
FUEL-3000-011-T03,FUEL-3000-011,3,FUEL-3000,fuel,1,68,3000.0,7.053107,50.88851,19:49,19:49,20:09,0.0,0.783
FUEL-3000-019-T01,FUEL-3000-019,1,FUEL-3000,fuel,1,63,2692.99,7.366109,47.17987,16:50,16:50,17:10,0.0,0.0
FUEL-3000-019-T01,FUEL-3000-019,1,FUEL-3000,fuel,2,80,181.931,0.683715,13.187183,18:31,18:31,18:51,0.0,0.0
FUEL-3000-020-T01,FUEL-3000-020,1,FUEL-3000,fuel,1,24,1262.167,2.95599,47.09128,16:50,16:51,17:11,1.184,0.0
FUEL-3000-020-T01,FUEL-3000-020,1,FUEL-3000,fuel,2,80,324.41,1.219165,8.285016,18:02,18:02,18:22,0.0,0.0
FUEL-3000-020-T01,FUEL-3000-020,1,FUEL-3000,fuel,3,29,873.945,2.04764,12.520931,19:07,19:07,19:27,0.0,3.802
FUEL-3000-020-T01,FUEL-3000-020,1,FUEL-3000,fuel,4,51,539.478,1.487489,22.288685,19:51,19:51,20:11,0.0,71.985
FUEL-3000-012-T03,FUEL-3000-012,3,FUEL-3000,fuel,1,4,1443.562,3.71834,35.029172,19:30,19:30,19:50,0.0,0.0
FUEL-3000-012-T03,FUEL-3000-012,3,FUEL-3000,fuel,2,10,759.985,2.942425,13.275215,20:04,20:04,20:24,0.0,0.0
FUEL-3000-012-T03,FUEL-3000-012,3,FUEL-3000,fuel,3,5,731.601,2.31239,2.910199,20:27,20:27,20:47,0.0,1.365
FUEL-3000-010-T03,FUEL-3000-010,3,FUEL-3000,fuel,1,10,3000.0,11.615065,49.138651,20:02,20:02,20:22,0.0,0.0
FUEL-3000-014-T03,FUEL-3000-014,3,FUEL-3000,fuel,1,62,3000.0,8.700437,48.876357,20:04,20:04,20:24,0.0,2.708
FUEL-3000-015-T03,FUEL-3000-015,3,FUEL-3000,fuel,1,62,3000.0,8.700437,48.876357,20:33,20:33,20:53,0.0,32.028
FUEL-3000-013-T03,FUEL-3000-013,3,FUEL-3000,fuel,1,62,2804.296,8.132867,48.876357,20:33,20:33,20:53,0.0,32.345
FUEL-3000-021-T01,FUEL-3000-021,1,FUEL-3000,fuel,1,64,3000.0,7.401161,48.474079,14:13,14:13,14:33,0.0,0.0
FUEL-3000-022-T01,FUEL-3000-022,1,FUEL-3000,fuel,1,64,3000.0,7.401161,48.474079,14:13,14:13,14:33,0.0,0.0
FUEL-3000-023-T01,FUEL-3000-023,1,FUEL-3000,fuel,1,64,2849.767,7.030528,48.474079,14:13,14:13,14:33,0.0,0.0
FUEL-3000-024-T01,FUEL-3000-024,1,FUEL-3000,fuel,1,66,2866.448,8.6796,47.97063,09:52,09:52,10:12,0.0,0.0
FUEL-3000-024-T02,FUEL-3000-024,2,FUEL-3000,fuel,1,63,3000.0,8.20587,47.17987,17:08,17:08,17:28,0.0,0.0
FUEL-3000-021-T02,FUEL-3000-021,2,FUEL-3000,fuel,1,63,3000.0,8.20587,47.17987,16:59,16:59,17:19,0.0,0.0
FUEL-3000-025-T01,FUEL-3000-025,1,FUEL-3000,fuel,1,57,609.652,1.560139,30.156791,15:51,15:51,16:11,0.0,0.0
FUEL-3000-025-T01,FUEL-3000-025,1,FUEL-3000,fuel,2,44,1552.309,3.963722,30.768378,17:12,17:12,17:32,0.0,0.0
FUEL-3000-022-T02,FUEL-3000-022,2,FUEL-3000,fuel,1,44,3000.0,7.660308,46.3639,17:29,17:29,17:49,0.0,0.0
FUEL-3000-023-T02,FUEL-3000-023,2,FUEL-3000,fuel,1,65,3000.0,6.887149,43.437269,17:11,17:11,17:31,0.0,0.0
FUEL-3000-026-T01,FUEL-3000-026,1,FUEL-3000,fuel,1,65,3000.0,6.887149,43.437269,17:13,17:13,17:33,0.0,0.0
FUEL-3000-027-T01,FUEL-3000-027,1,FUEL-3000,fuel,1,45,3000.0,9.52428,42.355833,15:41,15:41,16:01,0.0,0.0
FUEL-3000-028-T01,FUEL-3000-028,1,FUEL-3000,fuel,1,45,2799.925,8.88909,42.355833,15:41,15:41,16:01,0.0,0.0
EV-3000-008-T03,EV-3000-008,3,EV-3000,electric,1,72,2725.323,7.50056,41.534331,22:41,22:41,23:01,0.0,125.606
FUEL-3000-029-T01,FUEL-3000-029,1,FUEL-3000,fuel,1,6,3000.0,8.035869,40.638134,12:02,12:02,12:22,0.0,0.0
FUEL-3000-030-T01,FUEL-3000-030,1,FUEL-3000,fuel,1,9,2649.949,6.65072,40.429913,10:53,10:53,11:13,0.0,0.0
FUEL-3000-030-T01,FUEL-3000-030,1,FUEL-3000,fuel,2,30,334.852,0.73178,13.986412,11:54,11:54,12:14,0.0,0.0
FUEL-3000-030-T02,FUEL-3000-030,2,FUEL-3000,fuel,1,51,3000.0,8.271821,39.868586,18:03,18:03,18:23,0.0,0.0
FUEL-3000-029-T02,FUEL-3000-029,2,FUEL-3000,fuel,1,43,3000.0,8.070727,38.588538,17:10,17:10,17:30,0.0,0.0
FUEL-3000-031-T01,FUEL-3000-031,1,FUEL-3000,fuel,1,48,3000.0,6.986844,35.778672,17:02,17:02,17:22,0.0,0.0
FUEL-3000-032-T01,FUEL-3000-032,1,FUEL-3000,fuel,1,48,3000.0,6.986844,35.778672,17:02,17:02,17:22,0.0,0.0
FUEL-3000-033-T01,FUEL-3000-033,1,FUEL-3000,fuel,1,48,2598.728,6.052302,35.778672,17:02,17:02,17:22,0.0,0.0
FUEL-3000-034-T01,FUEL-3000-034,1,FUEL-3000,fuel,1,12,1726.842,4.73798,34.626419,15:43,15:43,16:03,0.0,0.0
FUEL-3000-034-T01,FUEL-3000-034,1,FUEL-3000,fuel,2,53,963.846,2.596344,16.514424,16:31,17:59,18:19,87.942,0.0
FUEL-3000-035-T01,FUEL-3000-035,1,FUEL-3000,fuel,1,25,2528.135,5.33839,33.741155,16:57,16:57,17:17,0.0,0.0
FUEL-3000-036-T01,FUEL-3000-036,1,FUEL-3000,fuel,1,8,3000.0,9.065423,33.027448,11:26,11:26,11:46,0.0,0.0
FUEL-3000-037-T01,FUEL-3000-037,1,FUEL-3000,fuel,1,8,3000.0,9.065423,33.027448,11:26,11:26,11:46,0.0,0.0
FUEL-3000-038-T01,FUEL-3000-038,1,FUEL-3000,fuel,1,8,3000.0,9.065423,33.027448,11:26,11:26,11:46,0.0,0.0
FUEL-3000-039-T01,FUEL-3000-039,1,FUEL-3000,fuel,1,8,2922.341,8.830752,33.027448,11:26,11:26,11:46,0.0,0.0
FUEL-3000-036-T02,FUEL-3000-036,2,FUEL-3000,fuel,1,57,3000.0,7.677195,30.156791,14:45,14:45,15:05,0.0,0.0
FUEL-3000-037-T02,FUEL-3000-037,2,FUEL-3000,fuel,1,57,3000.0,7.677195,30.156791,14:45,14:45,15:05,0.0,0.0
FUEL-3000-038-T02,FUEL-3000-038,2,FUEL-3000,fuel,1,53,3000.0,8.081198,20.713623,18:04,18:04,18:24,0.0,0.0
FUEL-3000-039-T02,FUEL-3000-039,2,FUEL-3000,fuel,1,53,3000.0,8.081198,20.713623,18:04,18:04,18:24,0.0,0.0
FUEL-3000-036-T03,FUEL-3000-036,3,FUEL-3000,fuel,1,60,3000.0,7.878843,18.374091,16:28,16:28,16:48,0.0,291.692
FUEL-3000-037-T03,FUEL-3000-037,3,FUEL-3000,fuel,1,60,3000.0,7.878843,18.374091,16:28,16:28,16:48,0.0,291.692
FUEL-3000-027-T02,FUEL-3000-027,2,FUEL-3000,fuel,1,60,3000.0,7.878843,18.374091,19:07,19:07,19:27,0.0,450.567
FUEL-3000-028-T02,FUEL-3000-028,2,FUEL-3000,fuel,1,49,3000.0,9.052448,16.727956,19:05,19:05,19:25,0.0,302.781
FUEL-3000-036-T04,FUEL-3000-036,4,FUEL-3000,fuel,1,49,1486.836,4.486502,16.727956,19:09,19:09,19:29,0.0,306.941
FUEL-3000-036-T04,FUEL-3000-036,4,FUEL-3000,fuel,2,83,926.841,2.79316,17.116839,19:48,19:48,20:08,0.0,304.513
FUEL-3000-037-T04,FUEL-3000-037,4,FUEL-3000,fuel,1,47,2859.759,8.09606,16.530304,19:26,19:26,19:46,0.0,0.0
