event_trigger,route_id,vehicle_type,propulsion,physical_vehicle_id,trip_number,start_minutes,start,sequence,customer_id,delivered_weight_kg,delivered_volume_m3
10:00,FUEL-3000-011-T02,FUEL-3000,fuel,FUEL-3000-011,2,838.092415841,13:58,1,64,3000.0,7.401161
10:00,FUEL-3000-011-T03,FUEL-3000,fuel,FUEL-3000-011,3,992.845808646,16:33,1,43,2061.581,5.546153
10:00,FUEL-3000-011-T03,FUEL-3000,fuel,FUEL-3000-011,3,992.845808646,16:33,2,50,902.455,2.484816
10:00,FUEL-3000-012-T02,FUEL-3000,fuel,FUEL-3000-012,2,856.493034229,14:16,1,58,2933.964,10.19095
10:00,FUEL-3000-012-T03,FUEL-3000,fuel,FUEL-3000-012,3,1138.416015972,18:58,1,40,2691.136,7.9507
10:00,FUEL-3000-013-T01,FUEL-3000,fuel,FUEL-3000-013,1,680.0,11:20,1,74,887.971,2.498287
10:00,FUEL-3000-013-T01,FUEL-3000,fuel,FUEL-3000-013,1,680.0,11:20,2,73,103.482,0.251619
10:00,FUEL-3000-013-T01,FUEL-3000,fuel,FUEL-3000-013,1,680.0,11:20,3,90,100.609,0.22653
10:00,FUEL-3000-013-T01,FUEL-3000,fuel,FUEL-3000-013,1,680.0,11:20,4,84,1605.262,4.36803
10:00,FUEL-3000-013-T01,FUEL-3000,fuel,FUEL-3000-013,1,680.0,11:20,5,55,197.648,0.50737
10:00,FUEL-3000-013-T01,FUEL-3000,fuel,FUEL-3000-013,1,680.0,11:20,6,71,67.068,0.219625
10:00,FUEL-3000-014-T01,FUEL-3000,fuel,FUEL-3000-014,1,818.0,13:38,1,56,1065.161,2.672931
10:00,FUEL-3000-014-T01,FUEL-3000,fuel,FUEL-3000-014,1,818.0,13:38,2,91,70.435,0.39102
10:00,FUEL-3000-014-T01,FUEL-3000,fuel,FUEL-3000-014,1,818.0,13:38,3,54,1556.041,4.051311
10:00,FUEL-3000-014-T01,FUEL-3000,fuel,FUEL-3000-014,1,818.0,13:38,4,19,9.372,0.07403
10:00,FUEL-3000-014-T01,FUEL-3000,fuel,FUEL-3000-014,1,818.0,13:38,5,28,257.311,0.628823
10:00,FUEL-3000-015-T01,FUEL-3000,fuel,FUEL-3000-015,1,808.0,13:28,1,52,3000.0,7.634357
10:00,FUEL-3000-015-T02,FUEL-3000,fuel,FUEL-3000-015,2,1156.038566889,19:16,1,55,3000.0,7.701108
10:00,FUEL-3000-016-T01,FUEL-3000,fuel,FUEL-3000-016,1,808.0,13:28,1,52,3000.0,7.634357
10:00,FUEL-3000-016-T02,FUEL-3000,fuel,FUEL-3000-016,2,1156.038566889,19:16,1,55,3000.0,7.701108
10:00,FUEL-3000-017-T01,FUEL-3000,fuel,FUEL-3000-017,1,878.0,14:38,1,45,3000.0,9.52428
10:00,FUEL-3000-017-T02,FUEL-3000,fuel,FUEL-3000-017,2,1053.275504221,17:33,1,53,3000.0,8.081198
10:00,FUEL-3000-017-T03,FUEL-3000,fuel,FUEL-3000-017,3,1189.579288292,19:50,1,78,1882.391,4.7241
10:00,FUEL-3000-017-T03,FUEL-3000,fuel,FUEL-3000-017,3,1189.579288292,19:50,2,50,824.837,2.271103
10:00,FUEL-3000-018-T01,FUEL-3000,fuel,FUEL-3000-018,1,914.0,15:14,1,65,552.587,1.268583
10:00,FUEL-3000-018-T01,FUEL-3000,fuel,FUEL-3000-018,1,914.0,15:14,2,69,2288.886,6.06402
10:00,FUEL-3000-018-T02,FUEL-3000,fuel,FUEL-3000-018,2,1186.71829595,19:47,1,71,3000.0,9.823975
10:00,FUEL-3000-019-T01,FUEL-3000,fuel,FUEL-3000-019,1,932.0,15:32,1,63,2692.99,7.366109
10:00,FUEL-3000-019-T01,FUEL-3000,fuel,FUEL-3000-019,1,932.0,15:32,2,80,181.931,0.683715
10:00,FUEL-3000-019-T02,FUEL-3000,fuel,FUEL-3000-019,2,1193.771463671,19:54,1,50,3000.0,8.260189
10:00,FUEL-3000-020-T01,FUEL-3000,fuel,FUEL-3000-020,1,946.0,15:46,1,65,3000.0,6.887149
10:00,FUEL-3000-020-T02,FUEL-3000,fuel,FUEL-3000-020,2,1169.340624492,19:29,1,47,2859.759,8.09606
10:00,FUEL-3000-021-T01,FUEL-3000,fuel,FUEL-3000-021,1,946.0,15:46,1,65,3000.0,6.887149
10:00,FUEL-3000-021-T02,FUEL-3000,fuel,FUEL-3000-021,2,1169.340624492,19:29,1,62,3000.0,8.700437
10:00,FUEL-3000-022-T01,FUEL-3000,fuel,FUEL-3000-022,1,960.0,16:00,1,48,3000.0,6.986844
10:00,FUEL-3000-022-T02,FUEL-3000,fuel,FUEL-3000-022,2,1161.508872933,19:22,1,55,3000.0,7.701108
10:00,FUEL-3000-023-T01,FUEL-3000,fuel,FUEL-3000-023,1,960.0,16:00,1,48,2598.728,6.052302
10:00,FUEL-3000-023-T02,FUEL-3000,fuel,FUEL-3000-023,2,1161.508872933,19:22,1,55,3000.0,7.701108
10:00,FUEL-3000-024-T01,FUEL-3000,fuel,FUEL-3000-024,1,960.0,16:00,1,48,3000.0,6.986844
10:00,FUEL-3000-024-T02,FUEL-3000,fuel,FUEL-3000-024,2,1161.508872933,19:22,1,68,3000.0,7.053107
10:00,FUEL-3000-025-T01,FUEL-3000,fuel,FUEL-3000-025,1,930.0,15:30,1,31,3000.0,6.842647
10:00,FUEL-3000-025-T02,FUEL-3000,fuel,FUEL-3000-025,2,1179.210668198,19:39,1,28,3000.0,7.331477
10:00,FUEL-3000-026-T01,FUEL-3000,fuel,FUEL-3000-026,1,876.0,14:36,1,54,3000.0,7.810805
10:00,FUEL-3000-027-T01,FUEL-3000,fuel,FUEL-3000-027,1,876.0,14:36,1,54,3000.0,7.810805
