route_id,physical_vehicle_id,trip_number,vehicle_type,propulsion,sequence,customer_id,delivered_weight_kg,delivered_volume_m3,arrival,service_start,departure,late_minutes,policy_violation_reason
FUEL-3000-059-T01,FUEL-3000-059,1,FUEL-3000,fuel,1,24,361.289,0.846137,16:50,16:51,17:11,0.0,
FUEL-3000-059-T01,FUEL-3000-059,1,FUEL-3000,fuel,2,80,506.341,1.90288,18:02,18:02,18:22,0.0,
FUEL-3000-059-T01,FUEL-3000-059,1,FUEL-3000,fuel,3,29,873.945,2.04764,19:07,19:07,19:27,3.802,
FUEL-3000-059-T01,FUEL-3000-059,1,FUEL-3000,fuel,4,68,1258.425,2.958602,19:50,19:50,20:10,2.129,
FUEL-3000-060-T01,FUEL-3000-060,1,FUEL-3000,fuel,1,68,1500.0,3.526554,19:48,19:48,20:08,0.125,
FUEL-3000-051-T02,FUEL-3000-051,2,FUEL-3000,fuel,1,68,1500.0,3.526554,19:49,19:49,20:09,0.86,
FUEL-3000-052-T02,FUEL-3000-052,2,FUEL-3000,fuel,1,68,1500.0,3.526554,19:49,19:49,20:09,0.863,
FUEL-3000-044-T02,FUEL-3000-044,2,FUEL-3000,fuel,1,68,1500.0,3.526554,19:48,19:48,20:08,0.0,
FUEL-3000-055-T02,FUEL-3000-055,2,FUEL-3000,fuel,1,68,156.562,0.368083,19:48,19:48,20:08,0.449,
FUEL-3000-055-T02,FUEL-3000-055,2,FUEL-3000,fuel,2,72,1343.438,3.697374,20:24,20:24,20:44,0.0,
FUEL-3000-017-T02,FUEL-3000-017,2,FUEL-3000,fuel,1,62,1500.0,4.350218,19:53,19:53,20:13,0.0,
FUEL-3000-043-T02,FUEL-3000-043,2,FUEL-3000,fuel,1,62,1500.0,4.350218,19:57,19:57,20:17,0.0,
FUEL-3000-045-T02,FUEL-3000-045,2,FUEL-3000,fuel,1,62,1500.0,4.350218,19:53,19:53,20:13,0.0,
FUEL-3000-028-T02,FUEL-3000-028,2,FUEL-3000,fuel,1,62,1500.0,4.350218,20:00,20:00,20:20,0.0,
FUEL-3000-006-T02,FUEL-3000-006,2,FUEL-3000,fuel,1,62,1500.0,4.350218,19:56,19:56,20:16,0.0,
FUEL-3000-053-T02,FUEL-3000-053,2,FUEL-3000,fuel,1,64,3000.0,7.401161,19:17,19:17,19:37,251.809,
FUEL-3000-003-T02,FUEL-3000-003,2,FUEL-3000,fuel,1,64,3000.0,7.401161,19:28,19:28,19:48,262.847,
FUEL-3000-023-T02,FUEL-3000-023,2,FUEL-3000,fuel,1,63,3000.0,8.20587,19:31,19:31,19:51,136.765,
FUEL-3000-036-T02,FUEL-3000-036,2,FUEL-3000,fuel,1,63,3000.0,8.20587,19:36,19:36,19:56,141.55,
FUEL-3000-029-T02,FUEL-3000-029,2,FUEL-3000,fuel,1,63,2099.122,5.741708,19:37,19:37,19:57,142.648,
FUEL-3000-029-T02,FUEL-3000-029,2,FUEL-3000,fuel,2,24,900.878,2.109853,20:11,20:11,20:31,115.334,
FUEL-3000-025-T02,FUEL-3000-025,2,FUEL-3000,fuel,1,43,854.265,2.29818,19:37,19:37,19:57,79.958,
FUEL-3000-025-T02,FUEL-3000-025,2,FUEL-3000,fuel,2,44,2145.735,5.478997,20:02,20:02,20:22,93.426,
FUEL-3000-024-T02,FUEL-3000-024,2,FUEL-3000,fuel,1,65,3000.0,6.887149,19:55,19:55,20:15,151.707,
FUEL-3000-009-T02,FUEL-3000-009,2,FUEL-3000,fuel,1,65,3000.0,6.887149,20:04,20:04,20:24,161.199,
FUEL-3000-018-T02,FUEL-3000-018,2,FUEL-3000,fuel,1,57,609.652,1.560139,19:51,19:51,20:11,231.758,
FUEL-3000-018-T02,FUEL-3000-018,2,FUEL-3000,fuel,2,45,2390.348,7.588781,20:47,20:47,21:07,250.58,
FUEL-3000-046-T03,FUEL-3000-046,3,FUEL-3000,fuel,1,45,1792.684,5.691341,20:21,20:21,20:41,224.932,
FUEL-3000-046-T03,FUEL-3000-046,3,FUEL-3000,fuel,2,43,1207.316,3.247973,20:45,20:45,21:05,148.155,
FUEL-3000-054-T02,FUEL-3000-054,2,FUEL-3000,fuel,1,47,688.534,1.94926,19:55,19:55,20:15,0.089,
FUEL-3000-054-T02,FUEL-3000-054,2,FUEL-3000,fuel,2,72,811.466,2.233295,20:43,20:43,21:03,7.882,
FUEL-3000-056-T02,FUEL-3000-056,2,FUEL-3000,fuel,1,25,2483.978,5.245148,20:16,20:16,20:36,166.82,
FUEL-3000-056-T02,FUEL-3000-056,2,FUEL-3000,fuel,2,51,516.022,1.422814,20:58,20:58,21:18,139.131,
FUEL-1500-001-T01,FUEL-1500-001,1,FUEL-1500,fuel,1,51,1500.0,4.135911,18:03,18:03,18:23,0.0,
FUEL-1500-002-T01,FUEL-1500-002,1,FUEL-1500,fuel,1,51,1364.929,3.763483,18:03,18:03,18:23,0.0,
FUEL-1500-002-T01,FUEL-1500-002,1,FUEL-1500,fuel,2,47,135.071,0.38239,19:17,19:17,19:37,0.0,
FUEL-3000-057-T02,FUEL-3000-057,2,FUEL-3000,fuel,1,43,3000.0,8.070727,20:21,20:21,20:41,124.079,
FUEL-3000-005-T02,FUEL-3000-005,2,FUEL-3000,fuel,1,92,357.115,0.894936,20:22,20:22,20:42,255.381,
FUEL-3000-005-T02,FUEL-3000-005,2,FUEL-3000,fuel,2,48,2642.885,6.155142,20:53,20:53,21:13,205.137,
FUEL-3000-022-T03,FUEL-3000-022,3,FUEL-3000,fuel,1,48,3000.0,6.986844,20:44,20:44,21:04,195.73,
FUEL-3000-008-T02,FUEL-3000-008,2,FUEL-3000,fuel,1,48,2955.843,6.884005,20:46,20:46,21:06,197.75,
FUEL-3000-008-T02,FUEL-3000-008,2,FUEL-3000,fuel,2,25,44.157,0.093242,21:12,21:12,21:32,222.504,
FUEL-3000-032-T03,FUEL-3000-032,3,FUEL-3000,fuel,1,57,3000.0,7.677195,20:40,20:40,21:00,281.433,
FUEL-3000-037-T02,FUEL-3000-037,2,FUEL-3000,fuel,1,57,3000.0,7.677195,20:41,20:41,21:01,281.698,
FUEL-3000-038-T02,FUEL-3000-038,2,FUEL-3000,fuel,1,53,3000.0,8.081198,20:30,20:30,20:50,98.452,
FUEL-3000-039-T02,FUEL-3000-039,2,FUEL-3000,fuel,1,53,3000.0,8.081198,20:30,20:30,20:50,98.452,
FUEL-1500-003-T01,FUEL-1500-003,1,FUEL-1500,fuel,1,53,963.846,2.596344,18:31,18:31,18:51,0.0,
FUEL-1500-003-T01,FUEL-1500-003,1,FUEL-1500,fuel,2,47,536.154,1.517867,19:20,19:20,19:40,0.0,
FUEL-3000-040-T02,FUEL-3000-040,2,FUEL-3000,fuel,1,88,79.601,0.53748,20:24,20:24,20:44,545.459,
FUEL-3000-040-T02,FUEL-3000-040,2,FUEL-3000,fuel,2,60,2920.399,7.669788,20:57,20:57,21:17,561.494,
FUEL-3000-041-T02,FUEL-3000-041,2,FUEL-3000,fuel,1,60,3000.0,7.878843,20:28,20:28,20:48,531.914,
FUEL-3000-042-T02,FUEL-3000-042,2,FUEL-3000,fuel,1,60,3000.0,7.878843,20:28,20:28,20:48,531.914,
FUEL-3000-016-T03,FUEL-3000-016,3,FUEL-3000,fuel,1,60,986.23,2.590117,20:42,20:42,21:02,545.91,
FUEL-3000-016-T03,FUEL-3000-016,3,FUEL-3000,fuel,2,30,334.852,0.73178,21:38,21:38,21:58,515.649,
FUEL-3000-016-T03,FUEL-3000-016,3,FUEL-3000,fuel,3,49,1678.918,5.066106,22:19,22:19,22:39,497.185,
FUEL-3000-047-T03,FUEL-3000-047,3,FUEL-3000,fuel,1,49,905.762,2.733121,20:41,20:41,21:01,399.114,
FUEL-3000-047-T03,FUEL-3000-047,3,FUEL-3000,fuel,2,83,926.841,2.79316,21:20,21:20,21:40,396.685,
